,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,trending,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,updated_github_id,gem_url,new_addition,apt_id,github-id
107,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,19,False,walt-id/waltid-ssikit,,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-12-13 10:55:45.426370,2023-12-13 10:48:35,1531.0,9.0,33.0,7.0,195.0,4.0,162.0,96.0,2023-12-13 10:55:46,1.2312131048.0,98.0,,,16.0,,,404.0,2.0,,waltid/ssikit,58.0,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,12083.0,,,,,,,,,,,,
108,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],18,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2023-06-09 16:12:30.000000,2023-06-09 16:12:30,149.0,,221.0,63.0,103.0,4.0,54.0,2313.0,2020-04-30 07:36:33,1.2.0,40.0,,,50.0,,,,3.0,,,,,,,,,,,,,,,,,,,
109,ion,https://github.com/decentralized-identity/ion,dids,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,True,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,160.0,89.0,184.0,71.0,69.0,1224.0,2022-06-09 01:42:53,1.0.4,17.0,,,32.0,,,,2.0,,,,,,,,,,,,,,,,,,,
110,webauthn-ruby,https://github.com/cedarcode/webauthn-ruby,authentication,WebAuthn ruby server library Make your Ruby/Rails web server become a conformant WebAuthn Relying Party.,,,18,True,cedarcode/webauthn-ruby,,https://github.com/cedarcode/webauthn-ruby,MIT,2018-05-09 21:49:17,2024-01-26 21:44:28.000000,2023-12-29 21:20:41,901.0,5.0,52.0,11.0,298.0,8.0,103.0,599.0,,,,731.0,731.0,30.0,,,,3.0,,,,,,,,,,,,,,,,,,,
111,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,18,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2024-01-02 16:08:06.000000,2024-01-02 16:08:05,102.0,5.0,33.0,7.0,14.0,,23.0,280.0,2024-01-02 15:37:13,1.3.3,21.0,137.0,137.0,7.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,,
112,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,18,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2024-02-01 00:18:22.000000,2023-11-01 15:51:52,531.0,,50.0,30.0,359.0,73.0,103.0,169.0,,,,120.0,120.0,23.0,,,,3.0,,,,,,,,,,,,,,,,,,,
113,aries-mobile-agent-react-native,https://github.com/hyperledger/aries-mobile-agent-react-native,ssi-agents,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,,['hyperledger'],18,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/hyperledger/aries-mobile-agent-react-native,Apache-2.0,2020-11-06 19:58:19,2024-02-01 05:14:18.000000,2024-01-31 19:56:10,1645.0,50.0,108.0,21.0,826.0,69.0,176.0,124.0,,,,,,41.0,,,,2.0,,,,,,,,,,,,,,,,,,,
114,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Polygon ID Self-Hosted Issuer Node.,,,18,False,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2024-01-30 17:37:22.000000,2024-01-30 17:27:52,1473.0,190.0,58.0,9.0,500.0,,111.0,72.0,2024-01-30 17:29:42,2.4.1,15.0,,,16.0,,,,2.0,,,,,,,,,,,,,,,,,,,
115,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,18,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2024-02-01 15:05:03.000000,2024-01-29 14:41:19,2322.0,104.0,37.0,11.0,431.0,135.0,89.0,45.0,,,1.0,28.0,28.0,21.0,,,,3.0,,,,,,,,,,,,,,,,,,,
116,solid-project,https://github.com/solid/solid,specs,Solid - Re-decentralizing the web (project directory).,,['solid'],17,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,370.0,559.0,56.0,126.0,88.0,8172.0,,,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,,
117,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",17,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2024-01-30 19:42:50.000000,2023-12-13 20:50:19,537.0,3.0,149.0,84.0,208.0,17.0,42.0,1355.0,,,,,,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,
118,warrant,https://github.com/warrant-dev/warrant,authorization,"Warrant is a highly scalable, centralized authorization service based on Google Zanzibar, used for defining, querying,..",,,17,True,warrant-dev/warrant,,https://github.com/warrant-dev/warrant,Apache-2.0,2023-02-14 23:22:46,2024-01-29 19:47:19.000000,2024-01-24 19:59:04,243.0,27.0,24.0,5.0,252.0,16.0,18.0,938.0,2024-01-24 05:12:06,1.5.0,94.0,1.0,1.0,5.0,,,115.0,3.0,,warrantdev/warrant,844.0,https://hub.docker.com/r/warrantdev/warrant,2024-01-24 05:12:04.560150,,549.0,,,,,,,,,,,,
119,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],17,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2024-02-01 15:22:24.000000,2024-01-31 06:10:42,3617.0,23.0,68.0,27.0,5.0,,,228.0,,,,,,298.0,,,,3.0,,,,,,,,,,,,,,,,,,,
120,tbd-ssi-sdk,https://github.com/TBD54566975/ssi-sdk,ssi-sdks,self sovereign identity sdk.,,['web5'],17,True,tbd54566975/ssi-sdk,,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2024-01-29 23:41:32.000000,2024-01-10 15:16:53,326.0,14.0,54.0,12.0,348.0,47.0,107.0,192.0,,,4.0,41.0,41.0,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,
121,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Polygon ID.,,,17,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,,2022-11-08 12:11:09,2024-02-01 12:41:08.000000,2024-01-30 15:36:30,402.0,15.0,22.0,4.0,142.0,6.0,23.0,44.0,2024-01-30 15:37:17,1.7.4,37.0,132.0,132.0,15.0,,,,3.0,,,,,,,,,,,,,,,,,,,
122,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,17,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2024-01-30 18:49:23.000000,2024-01-22 19:11:22,1495.0,71.0,9.0,9.0,144.0,4.0,8.0,41.0,2024-01-19 10:56:27,0.18.1,31.0,3.0,3.0,15.0,,,,3.0,,,,,,,,,,,,,,,,,,,
123,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,17,False,walt-id/waltid-walletkit,,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-12-13 10:51:53.446549,2023-12-13 10:46:56,1375.0,4.0,25.0,4.0,111.0,,46.0,33.0,2023-12-13 10:51:55,1.2312131047.0,48.0,,,12.0,,,141.0,3.0,,waltid/walletkit,,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,4096.0,,,,,,,,,,,,
124,talao-altme,https://github.com/TalaoDAO/AltMe,ssi-agents,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,,,17,False,talaodao/altme,,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-12-27 07:56:07,2024-02-01 12:39:03.000000,2024-01-26 15:06:52,3737.0,261.0,11.0,7.0,463.0,42.0,1835.0,32.0,,,,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,
125,libfido2,https://github.com/Yubico/libfido2,authentication,"Provides library functionality for FIDO2, including communication with a device over USB or NFC.",,,16,False,yubico/libfido2,,https://github.com/Yubico/libfido2,,2018-04-19 06:32:10,2024-02-01 12:42:24.000000,2024-02-01 12:42:23,1853.0,37.0,132.0,61.0,479.0,5.0,227.0,522.0,,,,,,64.0,,,,3.0,,,,,,,,,,,,,,,,,,,
126,solid-specification,https://github.com/solid/specification,specs,Solid Technical Reports.,,['solid'],16,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2024-02-01 09:31:14.000000,2024-01-25 16:32:37,996.0,39.0,37.0,49.0,216.0,173.0,148.0,448.0,2021-12-21 13:00:06,protocol-v0.9.0,1.0,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,,
127,did-core,https://github.com/w3c/did-core,specs,W3C Decentralized Identifier Specification v1.0.,,['w3c'],16,True,w3c/did-core,,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2023-12-11 00:52:55.000000,2023-04-11 23:37:45,1309.0,,86.0,73.0,488.0,33.0,324.0,389.0,,,,,,62.0,,,,2.0,,,,,,,,,,,,,,,,,,,
128,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,ssi-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,16,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2024-01-30 12:08:18.000000,2024-01-30 12:08:18,960.0,27.0,11.0,7.0,109.0,7.0,24.0,28.0,2024-01-14 01:44:23,3.0.0,27.0,17.0,17.0,16.0,,,1.0,3.0,,,58.0,,,,,,,,,,,,,,,,
129,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,15,True,spruceid/didkit,,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2023-12-21 14:12:22.000000,2023-12-21 14:12:09,306.0,2.0,65.0,33.0,248.0,47.0,72.0,241.0,,,,6.0,6.0,22.0,,,,3.0,,ghcr.io/spruceid/didkit-http,,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,
130,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],15,True,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2024-01-29 01:18:16.000000,2024-01-22 16:00:23,449.0,12.0,53.0,11.0,519.0,87.0,126.0,143.0,,,3.0,,,21.0,,,,3.0,,,,,,,,,,,,,,,,,,,
131,did-spec-registries,https://github.com/w3c/did-spec-registries,dids,DID Spec Registry (Note).,,,15,False,w3c/did-spec-registries,,https://github.com/w3c/did-spec-registries,,2020-02-11 17:25:04,2024-02-01 00:57:19.000000,2024-01-31 15:21:51,812.0,4.0,172.0,34.0,351.0,39.0,150.0,104.0,,,,,,191.0,,,,3.0,,,,,,,,,,,,,,,,,,,
132,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,specs,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],15,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2024-01-15 17:36:47.000000,2023-10-05 20:28:43,621.0,,33.0,31.0,228.0,55.0,172.0,75.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
133,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,15,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2024-01-19 10:05:24.000000,2024-01-19 10:05:24,413.0,18.0,25.0,29.0,56.0,14.0,9.0,67.0,2021-10-08 12:33:05,0.2.0,2.0,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,
134,anoncreds,https://github.com/hyperledger/anoncreds-spec,specs,The specification for AnonCreds verifiable credential exchange.,,['hyperledger'],15,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2024-01-24 12:12:35.000000,2024-01-10 18:48:43,529.0,73.0,27.0,12.0,141.0,13.0,42.0,43.0,,,,,,25.0,,,,3.0,,,,,,,,,,,,,,,,,,,
135,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],14,False,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2024-01-20 11:49:50.000000,2022-07-19 15:07:09,89.0,,155.0,37.0,94.0,30.0,102.0,952.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
136,fedfm,https://github.com/fedidcg/FedCM,specs,A privacy preserving identity exchange Web API.,,['w3c'],14,False,fedidcg/FedCM,,https://github.com/fedidcg/FedCM,,2020-03-20 21:58:44,2024-01-19 17:13:52.000000,2024-01-19 17:12:31,682.0,13.0,59.0,72.0,267.0,158.0,113.0,308.0,,,,,,33.0,,,,3.0,,,,,,,,,,,,,,,,,,,
137,laragear-webauthn,https://github.com/Laragear/WebAuthn,authentication,"Authenticate users with Passkeys: fingerprints, patterns and biometric data.",,,14,True,laragear/webauthn,,https://github.com/Laragear/WebAuthn,MIT,2022-06-14 09:13:53,2023-11-13 15:58:16.000000,2023-09-16 04:20:28,78.0,,29.0,2.0,31.0,11.0,21.0,205.0,2023-03-10 01:28:21,1.2.1,9.0,32.0,32.0,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,
138,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,ssi-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,14,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,Apache-2.0,2021-09-08 22:32:38,2024-01-28 10:49:31.000000,2024-01-25 08:13:52,628.0,23.0,20.0,8.0,50.0,8.0,15.0,72.0,,,13.0,46.0,46.0,12.0,,,0.0,3.0,,,26.0,,,,,,,,,,,,,,,,
139,bbs-signature,https://github.com/decentralized-identity/bbs-signature,specs,The BBS Signature Scheme.,,['dif'],14,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2024-02-01 00:10:16.000000,2024-01-31 19:22:55,877.0,82.0,21.0,14.0,176.0,13.0,123.0,64.0,,,,,,17.0,,,,3.0,,,,,,,,,,,,,,,,,,,
140,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,37.0,13.0,115.0,,,47.0,,,,14.0,14.0,37.0,,,,3.0,,,,,,,,,,,,,,,,,,,
141,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VCI,ssi-sdks,OpenID for Verifiable Credential Issuance - client and issuer library.,,,14,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2024-01-25 16:24:12.000000,2024-01-23 10:05:09,662.0,42.0,11.0,6.0,72.0,4.0,10.0,45.0,2023-10-14 23:03:15,0.8.1,14.0,,,15.0,,,,3.0,,,,,,,,,,,,,,,Sphereon-Opensource/OID4VCI,,,,
142,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-sdks,OIDC identity provider for digital identity.,,,14,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2023-12-13 11:00:32.879438,2023-12-13 10:56:38,350.0,1.0,6.0,3.0,36.0,,36.0,23.0,2023-09-07 16:06:04,1.2309071555.0,28.0,,,9.0,,,31.0,3.0,,waltid/idpkit,,https://hub.docker.com/r/waltid/idpkit,2023-12-13 11:00:32.879438,,724.0,,,,,,,,,,,,
143,beyond,https://github.com/cogolabs/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,13,False,cogolabs/beyond,,https://github.com/cogolabs/beyond,	Apache-2.0,2017-08-13 18:29:25,2022-05-26 15:15:14.000000,2022-05-25 16:48:25,133.0,,25.0,9.0,2.0,4.0,1.0,245.0,2022-05-26 15:15:14,1.8.10,4.0,,,5.0,,,225.0,3.0,,cogolabs/beyond,,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17626.0,,,,,,,,,,,,
144,web-access-control,https://github.com/solid/web-access-control-spec,specs,Web Access Control (WAC).,,['solid'],13,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2023-12-15 11:01:37.000000,2023-12-15 11:01:36,456.0,7.0,22.0,30.0,41.0,27.0,45.0,117.0,,,,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,
145,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,13,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,25.0,9.0,432.0,29.0,75.0,50.0,,,1.0,3.0,3.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,
146,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-In-One identity and wallet toolkit.,,,13,False,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2024-02-01 17:57:17.000000,2024-02-01 14:32:37,451.0,368.0,12.0,4.0,82.0,14.0,11.0,47.0,,,90.0,,,9.0,,,,3.0,,waltid/identity,,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,,
147,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,specs,,,,13,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2024-02-01 00:54:15.000000,2023-12-29 15:14:42,706.0,12.0,23.0,12.0,194.0,21.0,184.0,43.0,2023-12-11 17:33:14,draft-ietf-oauth-selective-disclosure-jwt-07,2.0,,,17.0,,,,3.0,,,,,,,,,,,,,,,,,,,
148,did-method-plc,https://github.com/did-method-plc/did-method-plc,dids,"A cryptographic, strongly-consistent, and recoverable DID method.",,,12,False,did-method-plc/did-method-plc,did-resolver,https://github.com/did-method-plc/did-method-plc,,2023-02-22 19:57:31,2024-01-30 20:57:50.000000,2024-01-30 20:57:49,121.0,6.0,20.0,11.0,42.0,10.0,10.0,104.0,,,,,,8.0,https://www.npmjs.com/package/did-resolver,182765.0,182765.0,3.0,,,,,,,,,,,,,,,,,,,
149,cf-identity-wallet,https://github.com/cardano-foundation/cf-identity-wallet,ssi-agents,Identity Wallet is an open source mobile application developed by the Cardano Foundation. It provides a digital..,,,12,False,cardano-foundation/cf-identity-wallet,,https://github.com/cardano-foundation/cf-identity-wallet,MPL-2.0,2022-12-19 13:49:48,2024-02-01 17:00:49.000000,2024-01-16 15:18:39,365.0,106.0,7.0,18.0,328.0,,,62.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
150,did-key.js,https://github.com/transmute-industries/did-key.js,dids,A DID Key Implementation in TypeScript.,,,12,False,transmute-industries/did-key.js,,https://github.com/transmute-industries/did-key.js,Apache-2.0,2020-06-09 00:16:20,2023-03-15 09:01:48.000000,2022-12-12 16:31:36,556.0,,13.0,9.0,260.0,37.0,10.0,50.0,,,,183.0,183.0,9.0,,,,3.0,,,,,,,,,,,,,,,,,,,
151,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],12,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2023-02-10 20:11:47.000000,2023-02-10 20:11:40,37.0,,21.0,14.0,27.0,8.0,8.0,47.0,,,,59.0,59.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,,
152,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,11,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2024-01-06 03:29:10.000000,2024-01-05 10:40:33,61.0,2.0,17.0,8.0,16.0,5.0,9.0,143.0,,,,7.0,7.0,4.0,,,571.0,3.0,,,,,,,,django-passkeys,https://pypi.org/project/django-passkeys,571.0,,,,,,,,,
153,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,specs,A data model and abstract interfaces for digital wallets.,,['w3c'],11,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2023-05-18 13:45:33.000000,2023-02-22 15:32:05,319.0,,12.0,45.0,47.0,42.0,24.0,55.0,,,,3.0,3.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
154,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,11,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/mobile-wallet,GPL-3.0,2022-11-08 00:55:26,2024-01-23 08:46:39.000000,2024-01-22 08:43:23,930.0,70.0,9.0,6.0,160.0,7.0,10.0,40.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,Sphereon-Opensource/mobile-wallet,,,,
155,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,10,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2023-11-21 15:13:51.000000,2023-10-02 22:37:32,194.0,,18.0,19.0,73.0,12.0,24.0,41.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,
156,keri,https://github.com/WebOfTrust/keri,specs,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],10,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2024-01-25 18:44:46.000000,2024-01-25 18:44:46,249.0,5.0,13.0,10.0,24.0,1.0,3.0,37.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
157,vlei,https://github.com/WebOfTrust/vLEI,specs,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,10,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2024-01-29 00:06:27.000000,2023-11-22 14:33:11,88.0,3.0,11.0,9.0,35.0,21.0,27.0,24.0,,,,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,,
158,did-webs,https://github.com/trustoverip/tswg-did-method-webs-specification,dids,a DID method spec for did:webs.,,,10,False,trustoverip/tswg-did-method-webs-specification,,https://github.com/trustoverip/tswg-did-method-webs-specification,,2023-06-27 19:57:19,2024-01-31 18:47:31.000000,2024-01-31 18:34:38,236.0,119.0,10.0,8.0,80.0,17.0,32.0,11.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
159,waltid-web-wallet,https://github.com/walt-id/waltid-web-wallet,ssi-agents,Custodian identity wallet white-label solution.,,,10,False,walt-id/waltid-web-wallet,,https://github.com/walt-id/waltid-web-wallet,,2023-07-27 19:04:55,2024-01-09 08:33:17.000000,2024-01-09 08:32:53,181.0,4.0,1.0,2.0,69.0,,6.0,,2023-11-24 22:29:54,1.2311242224.0,48.0,,,8.0,,,363.0,3.0,,waltid/ssikit-web-wallet,,https://hub.docker.com/r/waltid/ssikit-web-wallet,2023-06-29 16:56:55.416195,,2546.0,,,,,,,,,,,,
160,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2023-07-31 13:48:45.000000,2023-07-31 13:48:42,119.0,,35.0,16.0,23.0,20.0,14.0,139.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
161,kepler,https://github.com/spruceid/kepler,ssi-sdks,Decentralized storage based on permissioned data overlays called orbits.,,,9,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,10.0,20.0,123.0,9.0,15.0,70.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,
162,identity-credential,https://github.com/WICG/digital-credentials,specs,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],9,False,wicg/identity-credential,,https://github.com/WICG/digital-credentials,,2023-04-23 18:07:46,2024-01-26 02:45:02.000000,2024-01-26 02:44:59,63.0,9.0,3.0,23.0,18.0,28.0,21.0,30.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,WICG/digital-credentials,,,,
163,did-webs-resolver,https://github.com/hyperledger-labs/did-webs-resolver,dids,A reference implementation for the did:webs DID method specified here https://github.com/trustoverip/tswg-did-method-..,,,9,False,hyperledger-labs/did-webs-resolver,,https://github.com/hyperledger-labs/did-webs-resolver,Apache-2.0,2023-09-19 23:27:32,2024-02-01 14:08:54.000000,2024-02-01 14:08:53,106.0,60.0,5.0,3.0,20.0,8.0,16.0,5.0,,,1.0,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,
164,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,8,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2024-01-31 19:44:44.000000,2024-01-25 19:51:38,62.0,2.0,3.0,10.0,61.0,2.0,1.0,15.0,2023-06-19 17:55:50,1.0.0,2.0,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,
