,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,trending,brew_id,gem_url,updated_github_id,apt_id,github-id
108,web5-js,https://github.com/decentralized-identity/web5-js,ssi-sdks,Monorepo for the Web5 JS TypeScript implementation.,,['web5'],19,True,TBD54566975/web5-js,web5/api,https://github.com/decentralized-identity/web5-js,Apache-2.0,2023-03-06 19:11:53,2024-12-12 17:57:09.000000,2024-10-22 22:16:06,743.0,17.0,56.0,6.0,784.0,102.0,145.0,136.0,2024-10-22 22:17:48,@web5/api@0.12.0,100.0,69.0,69.0,32.0,https://www.npmjs.com/package/web5/api,,,2.0,,,,,,,,,,,,,,,,decentralized-identity/web5-js,,
109,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Privado ID Self-Hosted Issuer Node.,,,19,False,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2024-12-26 15:46:58.000000,2024-12-23 14:07:00,2021.0,93.0,80.0,8.0,739.0,2.0,129.0,88.0,2024-11-08 09:49:24,3.0.1,20.0,,,25.0,,,,2.0,,,,,,,,,,,,,,,,,,
110,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],18,False,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2024-08-16 16:26:22.000000,2023-07-12 07:05:13,339.0,,855.0,244.0,249.0,214.0,538.0,2906.0,,,,,,47.0,,,,3.0,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,
111,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],18,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2024-09-19 14:43:26.000000,2024-09-19 14:43:26,153.0,,221.0,63.0,107.0,2.0,57.0,2403.0,2024-03-06 13:35:30,1.3.0,41.0,,,53.0,,,,3.0,,,,,,,,,,,,,,,,,,
112,ion,https://github.com/decentralized-identity/ion,dids,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,False,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,167.0,88.0,184.0,72.0,69.0,1228.0,2022-06-09 01:42:53,1.0.4,17.0,,,32.0,,,,2.0,,,,,,,,,,,,,,,,,,
113,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,18,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2024-09-01 14:13:33.000000,2024-05-03 13:27:43,284.0,,58.0,285.0,33.0,8.0,42.0,761.0,2023-01-31 02:32:05,2.1.1,52.0,15.0,15.0,13.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,,,,,,,,,,,,-3.0,,,,,
114,solid-specification,https://github.com/solid/specification,specs,Solid Technical Reports.,,['solid'],18,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2024-12-11 15:02:12.000000,2024-12-10 19:12:15,1200.0,17.0,43.0,51.0,281.0,178.0,157.0,498.0,2021-12-21 13:00:06,protocol-v0.9.0,1.0,,,28.0,,,,2.0,,,,,,,,,,,,,,,,,,
115,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,18,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2024-12-15 18:02:17.000000,2024-12-15 18:02:17,2794.0,21.0,53.0,13.0,617.0,160.0,119.0,61.0,,,1.0,50.0,50.0,30.0,,,,3.0,,,,,,,,,,,,,,,,,,
116,solid-project,https://github.com/solid/solid,specs,Solid - Re-decentralizing the web (project directory).,,['solid'],17,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,369.0,558.0,56.0,125.0,88.0,8160.0,,,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,
117,warrant,https://github.com/warrant-dev/warrant,authorization,"Warrant is a highly scalable, centralized authorization service based on Google Zanzibar. Use it to define, enforce,..",,,17,True,warrant-dev/warrant,,https://github.com/warrant-dev/warrant,Apache-2.0,2023-02-14 23:22:46,2024-12-16 23:57:46.000000,2024-12-16 23:57:44,286.0,5.0,44.0,4.0,295.0,16.0,22.0,1184.0,2024-06-10 20:02:54,1.15.1,100.0,1.0,1.0,5.0,,,94.0,3.0,warrantdev/warrant,1899.0,https://hub.docker.com/r/warrantdev/warrant,,,,,,,,,,,,,,,
118,did-core,https://github.com/w3c/did-core,specs,W3C Decentralized Identifier Specification v1.0.,,['w3c'],17,True,w3c/did-core,,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2024-12-18 21:20:01.000000,2024-12-14 21:07:55,1345.0,15.0,94.0,75.0,498.0,24.0,344.0,410.0,,,,,,67.0,,,,2.0,,,,,,,,,,,,,,,,,,
119,laragear-webauthn,https://github.com/Laragear/WebAuthn,authentication,"Authenticate users with Passkeys: fingerprints, patterns and biometric data.",,,17,True,laragear/webauthn,,https://github.com/Laragear/WebAuthn,MIT,2022-06-14 09:13:53,2024-10-31 20:10:24.000000,2024-10-31 20:10:23,140.0,1.0,38.0,3.0,58.0,1.0,41.0,316.0,2024-08-15 07:50:29,3.1.0,20.0,58.0,58.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
120,vc-data-model,https://github.com/w3c/vc-data-model,specs,W3C Verifiable Credentials v2.0 Specification.,,['w3c'],17,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2024-12-17 16:19:08.000000,2024-12-17 16:18:32,2198.0,21.0,98.0,80.0,837.0,5.0,711.0,301.0,,,,,,76.0,,,,2.0,,,,,,,,,,,,,,,,,,
121,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],17,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2024-12-23 11:44:47.000000,2024-12-23 11:43:35,3690.0,18.0,71.0,26.0,8.0,,,239.0,,,,,,298.0,,,,3.0,,,,,,,,,,,,,,,,,,
122,digitalbazaar-vc,https://github.com/digitalbazaar/vc,ssi-sdks,W3C Verifiable Credentials implementation in JavaScript.,,,17,True,digitalbazaar/vc,,https://github.com/digitalbazaar/vc,BSD-3-Clause,2017-10-24 20:45:37,2024-10-11 13:07:06.000000,2024-10-10 16:03:43,525.0,8.0,47.0,17.0,99.0,23.0,68.0,182.0,,,,463.0,463.0,15.0,,,,3.0,,,,,,,,,,,,,,,,,,
123,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,17,True,walt-id/waltid-ssikit,,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2024-07-16 13:58:31.000000,2024-07-16 13:58:10,1535.0,,34.0,7.0,197.0,,166.0,108.0,2023-12-13 10:55:46,1.2312131048.0,98.0,,,17.0,,,558.0,3.0,waltid/ssikit,125.0,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,22232.0,,,,,,,,,,,,
124,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,17,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2024-12-20 12:09:52.000000,2024-12-12 14:14:56,2946.0,460.0,18.0,11.0,275.0,12.0,10.0,62.0,2024-12-05 20:29:46,0.32.0,48.0,2.0,2.0,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
125,talao-altme,https://github.com/TalaoDAO/AltMe,ssi-agents,Talao / Altme wallet : Open source Self Sovereign Identity wallet. Multi ecosystem support : EBSI conformant. ARF EUDI..,,,17,False,talaodao/altme,,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-12-27 07:56:07,2024-12-27 09:54:40.000000,2024-12-19 07:57:35,4885.0,356.0,15.0,7.0,533.0,35.0,2651.0,50.0,,,,1.0,1.0,5.0,,,,3.0,,,,,,,,,,,,,,,,,,
126,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",16,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2024-09-10 19:16:27.000000,2024-09-10 19:16:27,578.0,,158.0,82.0,235.0,24.0,49.0,1503.0,,,,,,65.0,,,,3.0,,,,,,,,,,,,,,,,,,
127,libfido2,https://github.com/Yubico/libfido2,authentication,"Provides library functionality for FIDO2, including communication with a device over USB or NFC.",,,16,False,yubico/libfido2,,https://github.com/Yubico/libfido2,,2018-04-19 06:32:10,2024-12-16 11:24:30.000000,2024-12-16 11:24:28,1947.0,32.0,145.0,63.0,522.0,4.0,235.0,609.0,,,,,,67.0,,,,3.0,,,,,,,,,,,,,,,,,,
128,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,16,True,spruceid/didkit,,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2024-10-25 11:58:02.000000,2024-09-26 13:55:45,312.0,,73.0,38.0,257.0,46.0,76.0,279.0,,,,6.0,6.0,23.0,,,,3.0,ghcr.io/spruceid/didkit-http,,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,
129,did-spec-registries,https://github.com/w3c/did-extensions,dids,Decentralized Identifier Ecosystem Extensions.,,,16,False,w3c/did-spec-registries,,https://github.com/w3c/did-extensions,,2020-02-11 17:25:04,2024-12-27 00:15:53.000000,2024-12-27 00:15:38,876.0,32.0,202.0,52.0,398.0,56.0,156.0,120.0,,,,,,214.0,,,,3.0,,,,,,,,,,,,,,,,w3c/did-extensions,,
130,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VC,ssi-sdks,"OpenID for Verifiable Credentials - modules for issuers, holders and RPs.",,,16,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VC,Apache-2.0,2022-10-09 21:29:30,2024-12-22 22:33:38.000000,2024-12-12 13:53:19,1210.0,135.0,20.0,8.0,142.0,17.0,17.0,72.0,2024-08-02 19:27:57,0.16.0,25.0,,,20.0,,,,3.0,,,,,,,,,,,,,,,,Sphereon-Opensource/OID4VC,,
131,did-method-plc,https://github.com/did-method-plc/did-method-plc,dids,"Public Ledger of Credentials: a cryptographic, strongly-consistent, and recoverable DID method.",,,15,False,did-method-plc/did-method-plc,did-resolver,https://github.com/did-method-plc/did-method-plc,,2023-02-22 19:57:31,2024-12-20 23:43:03.000000,2024-12-20 23:43:01,141.0,14.0,32.0,17.0,53.0,17.0,14.0,214.0,,,,,,10.0,https://www.npmjs.com/package/did-resolver,257267.0,257267.0,3.0,,,,,,,,,,,,,,,,,,
132,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,15,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2024-11-13 18:13:25.000000,2024-09-27 07:37:42,62.0,,23.0,10.0,21.0,14.0,15.0,202.0,,,1.0,17.0,17.0,4.0,,,994.0,3.0,,,,,,,django-passkeys,https://pypi.org/project/django-passkeys,994.0,,,,,,,,,
133,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,15,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2024-11-25 22:42:05.000000,2024-11-25 22:41:53,488.0,23.0,26.0,28.0,61.0,13.0,10.0,79.0,2021-10-08 12:33:05,0.2.0,2.0,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,
134,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,15,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/mobile-wallet,Apache-2.0,2022-11-08 00:55:26,2024-12-24 00:33:40.000000,2024-12-23 11:05:46,1999.0,531.0,22.0,8.0,330.0,14.0,17.0,69.0,,,,,,13.0,,,,3.0,,,,,,,,,,,,,,,,Sphereon-Opensource/mobile-wallet,,
135,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,ssi-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,15,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2024-12-16 12:31:13.000000,2024-12-16 12:31:12,1177.0,86.0,15.0,6.0,145.0,15.0,29.0,40.0,2024-04-24 20:52:31,3.3.2,30.0,1.0,1.0,20.0,,,2.0,3.0,,113.0,,,,,,,,,,,,,,,,
136,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,15,False,walt-id/waltid-walletkit,,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2024-07-16 13:59:21.000000,2024-07-16 13:59:02,1376.0,,24.0,4.0,111.0,1.0,47.0,31.0,2023-12-13 10:51:55,1.2312131047.0,48.0,,,12.0,,,118.0,3.0,waltid/walletkit,,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,4628.0,,,,,,,,,,,,
137,fedfm,https://github.com/w3c-fedid/FedCM,specs,A privacy preserving identity exchange Web API.,,['w3c'],14,False,fedidcg/FedCM,,https://github.com/w3c-fedid/FedCM,,2020-03-20 21:58:44,2024-12-10 20:16:15.000000,2024-11-26 16:42:16,714.0,6.0,69.0,69.0,307.0,117.0,218.0,396.0,,,,,,38.0,,,,3.0,,,,,,,,,,,,,,,,w3c-fedid/FedCM,,
138,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],14,True,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2024-05-06 00:08:36.000000,2024-02-05 20:54:24,451.0,,55.0,11.0,536.0,87.0,126.0,152.0,,,3.0,,,23.0,,,,3.0,,,,,,,,,,,,,,,,,,
139,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,specs,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],14,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2024-07-01 16:19:30.000000,2024-07-01 16:19:09,633.0,,34.0,30.0,238.0,53.0,181.0,84.0,,,,,,40.0,,,,3.0,,,,,,,,,,,,,,,,,,
140,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,specs,,,,14,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2024-12-26 00:15:31.000000,2024-11-15 18:40:09,768.0,12.0,31.0,19.0,258.0,3.0,270.0,58.0,2024-11-15 18:44:32,draft-ietf-oauth-selective-disclosure-jwt-14,9.0,,,25.0,,,,3.0,,,,,,,,,,,,,,,,,,
141,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,37.0,13.0,115.0,,,47.0,,,,16.0,16.0,38.0,,,,3.0,,,,,,,,,,,,,,,,,,
142,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],13,True,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2024-04-22 03:03:12.000000,2024-04-15 20:19:29,90.0,,157.0,35.0,95.0,32.0,102.0,990.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
143,beyond,https://github.com/cogolabs/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,13,False,cogolabs/beyond,,https://github.com/cogolabs/beyond,	Apache-2.0,2017-08-13 18:29:25,2022-05-26 15:15:14.000000,2022-05-25 16:48:25,133.0,,26.0,8.0,2.0,4.0,1.0,251.0,2022-05-26 15:15:14,1.8.10,4.0,,,5.0,,,200.0,3.0,cogolabs/beyond,,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17642.0,,,,,,,,,,,,
144,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,13,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,25.0,9.0,432.0,29.0,75.0,51.0,,,1.0,3.0,3.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,
145,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-sdks,OIDC identity provider for digital identity.,,,13,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2024-07-17 14:26:13.313442,2024-07-17 14:21:31,351.0,,5.0,3.0,36.0,,36.0,23.0,2023-09-07 16:06:04,1.2309071555.0,28.0,,,9.0,,,24.0,3.0,waltid/idpkit,,https://hub.docker.com/r/waltid/idpkit,2024-07-17 14:26:13.313442,,797.0,,,,,,,,,,,,
146,web-access-control,https://github.com/solid/web-access-control-spec,specs,Web Access Control (WAC).,,['solid'],12,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2024-06-22 13:49:56.000000,2024-06-22 13:49:53,502.0,,21.0,29.0,41.0,26.0,46.0,122.0,,,,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
147,cf-identity-wallet,https://github.com/cardano-foundation/cf-identity-wallet,ssi-agents,Identity Wallet is an open source mobile application developed by the Cardano Foundation. It provides a digital..,,,12,False,cardano-foundation/cf-identity-wallet,,https://github.com/cardano-foundation/cf-identity-wallet,MPL-2.0,2022-12-19 13:49:48,2024-12-26 06:56:48.000000,2024-12-06 17:57:00,1025.0,122.0,13.0,19.0,881.0,,5.0,97.0,,,,,,13.0,,,,3.0,,,,,,,,,,,,,,,,,,
148,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],12,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2024-03-18 01:31:53.000000,2023-02-10 20:11:40,37.0,,24.0,14.0,28.0,7.0,9.0,47.0,,,,73.0,73.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,
149,anoncreds,https://github.com/hyperledger/anoncreds-spec,specs,The specification for AnonCreds verifiable credential exchange.,,['hyperledger'],12,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2024-03-17 13:28:46.000000,2024-03-17 13:28:22,539.0,,24.0,12.0,143.0,14.0,42.0,47.0,,,,,,26.0,,,,3.0,,,,,,,,,,,,,,,,,,
150,bbs-signature,https://github.com/decentralized-identity/bbs-signature,specs,The BBS Signature Scheme.,,['dif'],11,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2024-12-26 00:12:36.000000,2024-12-09 09:04:11,894.0,1.0,25.0,15.0,182.0,19.0,130.0,83.0,,,,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
151,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,specs,A data model and abstract interfaces for digital wallets.,,['w3c'],11,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2023-05-18 13:45:33.000000,2023-02-22 15:32:05,319.0,,12.0,45.0,47.0,42.0,24.0,56.0,,,,3.0,3.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
152,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,11,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2024-03-05 13:50:44.000000,2023-10-02 22:37:32,194.0,,18.0,24.0,74.0,12.0,25.0,46.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,
153,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,11,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2024-12-05 19:31:34.000000,2024-11-14 23:03:55,110.0,20.0,11.0,11.0,119.0,5.0,1.0,26.0,2024-04-02 18:31:17,1.0.1,3.0,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,
154,entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on Android.,,,11,False,microsoft/entra-verifiedid-wallet-library-android,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2024-12-20 04:07:23.000000,2024-12-17 15:23:12,93.0,19.0,8.0,11.0,115.0,2.0,1.0,21.0,2023-06-20 20:22:25,1.0.0,2.0,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,
155,identity-credential,https://github.com/WICG/digital-credentials,specs,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],10,False,wicg/identity-credential,,https://github.com/WICG/digital-credentials,,2023-04-23 18:07:46,2024-12-13 19:08:41.000000,2024-12-05 18:59:02,130.0,11.0,12.0,40.0,77.0,50.0,68.0,88.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,WICG/digital-credentials,,
156,kepler,https://github.com/spruceid/kepler,ssi-sdks,Decentralized storage based on permissioned data overlays called orbits.,,,10,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,14.0,24.0,123.0,9.0,15.0,79.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,
157,keri,https://github.com/WebOfTrust/keri,specs,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],10,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2024-11-10 14:29:35.000000,2024-11-10 14:29:35,261.0,5.0,14.0,12.0,28.0,,4.0,54.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,
158,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2024-03-19 15:54:10.000000,2023-07-31 13:48:42,119.0,,38.0,16.0,24.0,20.0,14.0,141.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
159,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,ssi-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,9,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,,2021-09-08 22:32:38,2024-07-15 18:12:12.000000,2024-07-15 18:11:29,664.0,,23.0,8.0,56.0,4.0,18.0,76.0,2024-04-24 21:53:08,0.6.4,15.0,,,12.0,,,1.0,3.0,,45.0,,,,,,,,,,,-8.0,,,,,
160,did-key.js,https://github.com/transmute-industries/did-key.js,dids,A DID Key Implementation in TypeScript.,,,9,False,transmute-industries/did-key.js,,https://github.com/transmute-industries/did-key.js,Apache-2.0,2020-06-09 00:16:20,2024-07-21 08:49:34.000000,2022-12-12 16:31:36,556.0,,15.0,9.0,261.0,38.0,10.0,55.0,,,,,,9.0,,,,3.0,,,,,,,,,,,,,,,,,,
161,vlei,https://github.com/WebOfTrust/vLEI,specs,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,9,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2024-12-23 14:04:29.000000,2024-12-23 14:04:02,91.0,2.0,12.0,10.0,36.0,21.0,28.0,31.0,,,,,,7.0,,,,3.0,,,,,,,,,,,,,,,,,,
162,pyMDOC-CBOR,https://github.com/IdentityPython/pyMDOC-CBOR,ssi-sdks,MDOC CBOR static Verifier and Issuer for EUDI Wallet PID and mDL use cases.,,,8,False,IdentityPython/pyMDOC-CBOR,,https://github.com/IdentityPython/pyMDOC-CBOR,Apache-2.0,2023-04-23 15:28:16,2024-04-11 08:24:17.000000,2024-04-11 08:24:17,78.0,,9.0,10.0,3.0,2.0,2.0,18.0,2024-02-09 12:04:08,0.6.1,2.0,,,4.0,,,,3.0,,,,,,,pymdoccobr,https://pypi.org/project/pymdoccobr,,,,,,,,,,
163,did-webs-resolver,https://github.com/hyperledger-labs/did-webs-resolver,dids,A reference implementation for the did:webs DID method specified here https://github.com/trustoverip/tswg-did-method-..,,,8,False,hyperledger-labs/did-webs-resolver,,https://github.com/hyperledger-labs/did-webs-resolver,Apache-2.0,2023-09-19 23:27:32,2024-10-28 15:31:49.000000,2024-10-28 15:31:49,124.0,2.0,10.0,4.0,40.0,15.0,22.0,11.0,,,1.0,,,7.0,,,,3.0,,,,,,,,,,,,,,,,,,
164,waltid-web-wallet,https://github.com/walt-id/waltid-web-wallet,ssi-agents,Custodian identity wallet white-label solution.,,,8,False,walt-id/waltid-web-wallet,,https://github.com/walt-id/waltid-web-wallet,,2023-07-27 19:04:55,2024-01-09 08:33:17.000000,2024-01-09 08:32:53,181.0,,1.0,2.0,69.0,,6.0,,2023-11-24 22:29:54,1.2311242224.0,48.0,,,8.0,,,176.0,3.0,waltid/ssikit-web-wallet,,https://hub.docker.com/r/waltid/ssikit-web-wallet,2023-06-29 16:56:55.416195,,2999.0,,,,,,,,,,,,
165,did-webs,https://github.com/trustoverip/tswg-did-method-webs-specification,dids,a DID method spec for did:webs.,,,7,False,trustoverip/tswg-did-method-webs-specification,,https://github.com/trustoverip/tswg-did-method-webs-specification,,2023-06-27 19:57:19,2024-07-06 22:40:40.000000,2024-05-23 18:45:05,250.0,,13.0,11.0,92.0,8.0,41.0,16.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
