,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id,updated_github_id,github-id
108,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,19,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2024-05-02 17:40:42.000000,2024-04-18 15:54:12,116.0,14.0,37.0,8.0,19.0,3.0,27.0,344.0,2024-04-18 15:55:02,1.6.1,26.0,175.0,175.0,10.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,
109,laragear-webauthn,https://github.com/Laragear/WebAuthn,authentication,"Authenticate users with Passkeys: fingerprints, patterns and biometric data.",,,19,True,laragear/webauthn,,https://github.com/Laragear/WebAuthn,MIT,2022-06-14 09:13:53,2024-04-28 23:42:59.000000,2024-03-18 22:38:29,95.0,17.0,33.0,3.0,45.0,1.0,36.0,256.0,2024-03-18 22:40:07,2.0.3,16.0,44.0,44.0,8.0,,,,3.0,,,,,,,,,,,,,,,,,,
110,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,19,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2024-05-02 02:08:17.000000,2024-05-02 02:07:27,2570.0,240.0,43.0,11.0,517.0,142.0,102.0,51.0,,,1.0,36.0,36.0,27.0,,,,3.0,,,,,,,,,,,,,,,,,,
111,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",18,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2024-05-02 16:04:00.000000,2024-05-02 16:03:59,551.0,14.0,150.0,83.0,220.0,19.0,42.0,1402.0,,,,,,60.0,,,,3.0,,,,,,,,,,,,,,,,,,
112,ion,https://github.com/decentralized-identity/ion,dids,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,True,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,162.0,88.0,184.0,71.0,69.0,1226.0,2022-06-09 01:42:53,1.0.4,17.0,,,32.0,,,,2.0,,,,,,,,,,,,,,,,,,
113,warrant,https://github.com/warrant-dev/warrant,authorization,"Warrant is a highly scalable, centralized authorization service based on Google Zanzibar, used for defining, querying,..",,,18,True,warrant-dev/warrant,,https://github.com/warrant-dev/warrant,Apache-2.0,2023-02-14 23:22:46,2024-04-29 19:43:50.000000,2024-04-28 17:38:48,268.0,25.0,27.0,4.0,278.0,15.0,21.0,990.0,2024-04-02 16:13:22,1.13.1,100.0,1.0,1.0,5.0,,,108.0,3.0,warrantdev/warrant,864.0,https://hub.docker.com/r/warrantdev/warrant,2024-04-02 16:13:21.845412,,630.0,,,,,,,,,,,,
114,webauthn-ruby,https://github.com/cedarcode/webauthn-ruby,authentication,WebAuthn ruby server library Make your Ruby/Rails web server become a conformant WebAuthn Relying Party.,,,18,True,cedarcode/webauthn-ruby,,https://github.com/cedarcode/webauthn-ruby,MIT,2018-05-09 21:49:17,2024-03-08 14:09:59.000000,2024-03-08 11:45:52,907.0,4.0,53.0,11.0,302.0,9.0,104.0,623.0,,,,783.0,783.0,30.0,,,,3.0,,,,,,,,,,,,,,,,,,
115,solid-specification,https://github.com/solid/specification,specs,Solid Technical Reports.,,['solid'],18,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2024-05-02 14:36:12.000000,2024-05-02 14:36:12,1057.0,60.0,40.0,52.0,235.0,177.0,151.0,463.0,2021-12-21 13:00:06,protocol-v0.9.0,1.0,,,24.0,,,,2.0,,,,,,,,,,,,,,,,,,
116,vc-data-model,https://github.com/w3c/vc-data-model,specs,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,,['w3c'],18,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2024-05-02 17:46:10.000000,2024-04-28 14:02:46,1968.0,99.0,86.0,78.0,776.0,12.0,672.0,277.0,,,,,,68.0,,,,2.0,,,,,,,,,,,,,,,,,,
117,tbd-ssi-sdk,https://github.com/TBD54566975/ssi-sdk,ssi-sdks,self sovereign identity sdk.,,['web5'],18,True,tbd54566975/ssi-sdk,,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2024-04-29 23:23:43.000000,2024-04-19 16:48:26,342.0,16.0,55.0,12.0,366.0,48.0,108.0,202.0,,,4.0,44.0,44.0,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
118,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,18,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2024-05-02 00:18:06.000000,2023-11-01 15:51:52,531.0,,53.0,30.0,360.0,74.0,103.0,176.0,,,,123.0,123.0,23.0,,,,3.0,,,,,,,,,,,,,,,,,,
119,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Polygon ID Self-Hosted Issuer Node.,,,18,False,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2024-04-29 14:30:36.000000,2024-04-12 14:32:09,1539.0,61.0,63.0,10.0,534.0,4.0,117.0,76.0,2024-04-12 14:48:51,2.5.0,16.0,,,18.0,,,,2.0,,,,,,,,,,,,,,,,,,
120,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,18,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2024-05-02 17:55:52.000000,2024-04-30 18:29:46,1793.0,269.0,12.0,11.0,175.0,9.0,9.0,55.0,2024-04-25 21:39:12,0.23.4,39.0,3.0,3.0,17.0,,,,3.0,,,,,,,,,,,,,,,,,,
121,solid-project,https://github.com/solid/solid,specs,Solid - Re-decentralizing the web (project directory).,,['solid'],17,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,372.0,559.0,56.0,125.0,88.0,8172.0,,,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,
122,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],17,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2024-05-02 14:39:52.000000,2024-04-23 15:43:36,3633.0,13.0,69.0,27.0,5.0,,,231.0,,,,,,298.0,,,,3.0,,,,,,,,,,,,,,,,,,
123,digitalbazaar-vc,https://github.com/digitalbazaar/vc,ssi-sdks,W3C Verifiable Credentials implementation in JavaScript.,,,17,True,digitalbazaar/vc,,https://github.com/digitalbazaar/vc,BSD-3-Clause,2017-10-24 20:45:37,2024-04-29 19:08:31.000000,2024-01-16 16:58:30,388.0,,47.0,16.0,90.0,24.0,63.0,171.0,,,,316.0,316.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,
124,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,17,True,walt-id/waltid-ssikit,,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2024-02-21 17:00:50.000000,2024-02-21 17:00:30,1533.0,2.0,33.0,7.0,196.0,,166.0,100.0,2023-12-13 10:55:46,1.2312131048.0,98.0,,,16.0,,,438.0,3.0,waltid/ssikit,66.0,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,14404.0,,,,,,,,,,,,
125,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,ssi-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,17,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,Apache-2.0,2021-09-08 22:32:38,2024-04-24 21:51:54.000000,2024-04-24 21:50:19,663.0,33.0,22.0,7.0,55.0,8.0,17.0,76.0,2024-04-24 21:53:08,0.6.4,15.0,57.0,57.0,12.0,,,0.0,3.0,,28.0,,,,,,,,,,,,,,,,
126,talao-altme,https://github.com/TalaoDAO/AltMe,ssi-agents,Talao / Altme wallet : Open source Self Sovereign Identity wallet. Multi ecosystem support : EBSI conformant. ARF EUDI..,,,17,False,talaodao/altme,,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-12-27 07:56:07,2024-05-02 12:49:22.000000,2024-05-02 08:42:51,4139.0,378.0,13.0,7.0,474.0,34.0,2130.0,38.0,,,,1.0,1.0,5.0,,,,2.0,,,,,,,,,,,,,,,,,,
127,libfido2,https://github.com/Yubico/libfido2,authentication,"Provides library functionality for FIDO2, including communication with a device over USB or NFC.",,,16,False,yubico/libfido2,,https://github.com/Yubico/libfido2,,2018-04-19 06:32:10,2024-04-03 12:18:04.000000,2024-04-03 12:18:04,1880.0,27.0,136.0,60.0,495.0,4.0,231.0,548.0,,,,,,66.0,,,,3.0,,,,,,,,,,,,,,,,,,
128,did-core,https://github.com/w3c/did-core,specs,W3C Decentralized Identifier Specification v1.0.,,['w3c'],16,False,w3c/did-core,,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2024-03-21 00:01:07.000000,2023-04-11 23:37:45,1309.0,,90.0,73.0,490.0,34.0,323.0,392.0,,,,,,62.0,,,,2.0,,,,,,,,,,,,,,,,,,
129,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,,['hyperledger'],16,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2024-05-02 16:59:00.000000,2024-04-30 20:54:14,1686.0,38.0,116.0,19.0,875.0,64.0,185.0,131.0,,,,,,43.0,,,,3.0,,,,,,,,,,,,,,,,,openwallet-foundation/bifold-wallet,
130,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,16,False,walt-id/waltid-walletkit,,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-12-13 10:51:53.446549,2023-12-13 10:46:56,1375.0,,24.0,4.0,111.0,,46.0,32.0,2023-12-13 10:51:55,1.2312131047.0,48.0,,,12.0,,,131.0,3.0,waltid/walletkit,,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,4192.0,,,,,,,,,,,,
131,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,ssi-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,16,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2024-05-01 13:23:23.000000,2024-04-25 15:19:33,1014.0,39.0,13.0,6.0,120.0,11.0,27.0,32.0,2024-04-24 20:52:31,3.3.2,30.0,17.0,17.0,19.0,,,1.0,3.0,,62.0,,,,,,,,,,,,,,,,
132,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,15,True,spruceid/didkit,,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2024-04-17 19:10:27.000000,2024-02-05 09:10:04,309.0,1.0,66.0,33.0,252.0,46.0,74.0,252.0,,,,6.0,6.0,22.0,,,,3.0,ghcr.io/spruceid/didkit-http,,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,
133,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,specs,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],15,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2024-05-01 04:20:53.000000,2024-04-11 17:13:44,628.0,7.0,35.0,31.0,236.0,51.0,179.0,79.0,,,,,,37.0,,,,3.0,,,,,,,,,,,,,,,,,,
134,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,15,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2024-04-23 15:09:05.000000,2024-04-23 15:08:56,455.0,42.0,25.0,28.0,58.0,13.0,10.0,72.0,2021-10-08 12:33:05,0.2.0,2.0,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,
135,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VCI,ssi-sdks,OpenID for Verifiable Credential Issuance - client and issuer library.,,,15,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2024-05-01 13:17:42.000000,2024-04-25 00:33:28,746.0,69.0,15.0,7.0,87.0,7.0,12.0,53.0,2024-04-25 00:25:29,0.10.3,19.0,,,17.0,,,,3.0,,,,,,,,,,,,,,,,,Sphereon-Opensource/OID4VCI,
136,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],14,True,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2024-04-22 00:13:39.000000,2024-02-05 20:54:24,451.0,2.0,55.0,11.0,535.0,87.0,126.0,150.0,,,3.0,,,21.0,,,,3.0,,,,,,,,,,,,,,,,,,
137,did-spec-registries,https://github.com/w3c/did-spec-registries,dids,DID Spec Registry (Note).,,,14,False,w3c/did-spec-registries,,https://github.com/w3c/did-spec-registries,,2020-02-11 17:25:04,2024-05-01 19:09:36.000000,2024-04-29 14:43:18,814.0,2.0,184.0,46.0,366.0,39.0,150.0,112.0,,,,,,191.0,,,,3.0,,,,,,,,,,,,,,,,,,
138,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,37.0,13.0,115.0,,,47.0,,,,14.0,14.0,38.0,,,,3.0,,,,,,,,,,,,,,,,,,
139,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],13,True,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2024-04-22 03:03:12.000000,2024-04-15 20:19:29,90.0,1.0,157.0,37.0,95.0,30.0,102.0,969.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
140,fedfm,https://github.com/fedidcg/FedCM,specs,A privacy preserving identity exchange Web API.,,['w3c'],13,False,fedidcg/FedCM,,https://github.com/fedidcg/FedCM,,2020-03-20 21:58:44,2024-03-25 18:26:59.000000,2024-03-25 18:25:14,685.0,3.0,59.0,71.0,272.0,134.0,148.0,340.0,,,,,,33.0,,,,3.0,,,,,,,,,,,,,,,,,,
141,beyond,https://github.com/cogolabs/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,13,False,cogolabs/beyond,,https://github.com/cogolabs/beyond,	Apache-2.0,2017-08-13 18:29:25,2022-05-26 15:15:14.000000,2022-05-25 16:48:25,133.0,,24.0,9.0,2.0,4.0,1.0,246.0,2022-05-26 15:15:14,1.8.10,4.0,,,5.0,,,217.0,3.0,cogolabs/beyond,,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17626.0,,,,,,,,,,,,
142,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,13,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2024-01-06 03:29:10.000000,2024-01-05 10:40:33,61.0,,18.0,10.0,16.0,4.0,10.0,163.0,,,,12.0,12.0,4.0,,,465.0,3.0,,,,,,,,django-passkeys,https://pypi.org/project/django-passkeys,465.0,,,,,,,,
143,did-method-plc,https://github.com/did-method-plc/did-method-plc,dids,"A cryptographic, strongly-consistent, and recoverable DID method.",,,13,False,did-method-plc/did-method-plc,did-resolver,https://github.com/did-method-plc/did-method-plc,,2023-02-22 19:57:31,2024-03-24 14:16:07.000000,2024-01-30 20:57:49,121.0,,25.0,12.0,43.0,10.0,10.0,126.0,,,,,,8.0,https://www.npmjs.com/package/did-resolver,205168.0,205168.0,3.0,,,,,,,1.0,,,,,,,,,,,
144,web-access-control,https://github.com/solid/web-access-control-spec,specs,Web Access Control (WAC).,,['solid'],13,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2024-03-05 17:09:59.000000,2024-03-05 17:09:57,462.0,5.0,22.0,29.0,41.0,26.0,46.0,119.0,,,,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
145,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,13,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,25.0,9.0,432.0,29.0,75.0,51.0,,,1.0,3.0,3.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,
146,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,specs,,,,13,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2024-05-02 00:12:14.000000,2024-04-30 15:07:15,723.0,17.0,27.0,14.0,212.0,11.0,200.0,50.0,2024-03-04 17:15:56,draft-ietf-oauth-selective-disclosure-jwt-08,3.0,,,20.0,,,,3.0,,,,,,,,,,,,,,,,,,
147,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],13,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2024-03-18 01:31:53.000000,2023-02-10 20:11:40,37.0,,21.0,14.0,28.0,7.0,9.0,47.0,,,,65.0,65.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,
148,anoncreds,https://github.com/hyperledger/anoncreds-spec,specs,The specification for AnonCreds verifiable credential exchange.,,['hyperledger'],13,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2024-03-17 13:28:46.000000,2024-03-17 13:28:22,539.0,6.0,24.0,12.0,143.0,14.0,42.0,45.0,,,,,,26.0,,,,3.0,,,,,,,,,,,,,,,,,,
149,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-sdks,OIDC identity provider for digital identity.,,,13,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2023-12-13 11:00:32.879438,2023-12-13 10:56:38,350.0,,6.0,3.0,36.0,,36.0,23.0,2023-09-07 16:06:04,1.2309071555.0,28.0,,,9.0,,,28.0,3.0,waltid/idpkit,,https://hub.docker.com/r/waltid/idpkit,2023-12-13 11:00:32.879438,,739.0,,,,,,,,,,,,
150,bbs-signature,https://github.com/decentralized-identity/bbs-signature,specs,The BBS Signature Scheme.,,['dif'],12,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2024-05-02 00:09:58.000000,2024-01-31 19:22:55,877.0,,22.0,14.0,176.0,18.0,124.0,72.0,,,,,,17.0,,,,3.0,,,,,,,,,,,,,,,,,,
151,cf-identity-wallet,https://github.com/cardano-foundation/cf-identity-wallet,ssi-agents,Identity Wallet is an open source mobile application developed by the Cardano Foundation. It provides a digital..,,,12,False,cardano-foundation/cf-identity-wallet,,https://github.com/cardano-foundation/cf-identity-wallet,MPL-2.0,2022-12-19 13:49:48,2024-05-02 15:32:54.000000,2024-04-16 13:43:38,460.0,78.0,8.0,20.0,447.0,,,71.0,,,,,,11.0,,,,3.0,,,,,,,,,,,,,,,,,,
152,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,12,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2024-04-25 15:49:02.000000,2024-04-25 15:49:01,89.0,25.0,7.0,11.0,93.0,4.0,1.0,21.0,2024-04-02 18:31:17,1.0.1,3.0,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,
153,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,specs,A data model and abstract interfaces for digital wallets.,,['w3c'],11,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2023-05-18 13:45:33.000000,2023-02-22 15:32:05,319.0,,12.0,45.0,47.0,42.0,24.0,56.0,,,,3.0,3.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
154,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,11,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/mobile-wallet,GPL-3.0,2022-11-08 00:55:26,2024-04-29 22:21:41.000000,2024-04-25 22:29:24,987.0,56.0,9.0,9.0,165.0,10.0,10.0,52.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,Sphereon-Opensource/mobile-wallet,
155,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,11,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2024-03-05 13:50:44.000000,2023-10-02 22:37:32,194.0,,19.0,19.0,74.0,12.0,25.0,43.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,
156,pyMDOC-CBOR,https://github.com/IdentityPython/pyMDOC-CBOR,ssi-sdks,MDOC CBOR static Verifier and Issuer for EUDI Wallet PID and mDL use cases.,,,11,False,IdentityPython/pyMDOC-CBOR,,https://github.com/IdentityPython/pyMDOC-CBOR,Apache-2.0,2023-04-23 15:28:16,2024-04-11 08:24:17.000000,2024-04-11 08:24:17,78.0,12.0,8.0,10.0,3.0,1.0,2.0,14.0,2024-02-09 12:04:08,0.6.1,2.0,,,3.0,,,,3.0,,,,,,,,pymdoccobr,https://pypi.org/project/pymdoccobr,,,,,,,,,
157,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,10,True,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2024-03-19 15:54:10.000000,2023-07-31 13:48:42,119.0,,36.0,16.0,24.0,20.0,14.0,140.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
158,identity-credential,https://github.com/WICG/digital-identities,specs,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],10,False,wicg/identity-credential,,https://github.com/WICG/digital-identities,,2023-04-23 18:07:46,2024-05-01 22:13:27.000000,2024-05-01 17:40:56,91.0,27.0,7.0,34.0,38.0,44.0,30.0,50.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,WICG/digital-identities,
159,vlei,https://github.com/WebOfTrust/vLEI,specs,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,10,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2024-03-29 13:53:34.000000,2023-11-22 14:33:11,88.0,,11.0,9.0,35.0,21.0,28.0,25.0,,,,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,
160,did-webs-resolver,https://github.com/hyperledger-labs/did-webs-resolver,dids,A reference implementation for the did:webs DID method specified here https://github.com/trustoverip/tswg-did-method-..,,,10,False,hyperledger-labs/did-webs-resolver,,https://github.com/hyperledger-labs/did-webs-resolver,Apache-2.0,2023-09-19 23:27:32,2024-04-12 14:24:33.000000,2024-04-12 14:24:33,121.0,15.0,8.0,4.0,36.0,14.0,21.0,7.0,,,1.0,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,
161,kepler,https://github.com/spruceid/kepler,ssi-sdks,Decentralized storage based on permissioned data overlays called orbits.,,,9,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,11.0,20.0,123.0,9.0,15.0,74.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,
162,did-key.js,https://github.com/transmute-industries/did-key.js,dids,A DID Key Implementation in TypeScript.,,,9,False,transmute-industries/did-key.js,,https://github.com/transmute-industries/did-key.js,Apache-2.0,2020-06-09 00:16:20,2023-03-15 09:01:48.000000,2022-12-12 16:31:36,556.0,,15.0,9.0,260.0,37.0,10.0,53.0,,,,,,9.0,,,,3.0,,,,,,,,,,,,,,,,,,
163,keri,https://github.com/WebOfTrust/keri,specs,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],9,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2024-01-25 18:44:46.000000,2024-01-25 18:44:46,249.0,,13.0,11.0,24.0,,4.0,43.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
164,entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on Android.,,,9,False,microsoft/entra-verifiedid-wallet-library-android,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2024-04-15 18:45:20.000000,2024-04-10 19:12:46,71.0,8.0,4.0,11.0,76.0,1.0,1.0,19.0,2023-06-20 20:22:25,1.0.0,2.0,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,
165,did-webs,https://github.com/trustoverip/tswg-did-method-webs-specification,dids,a DID method spec for did:webs.,,,9,False,trustoverip/tswg-did-method-webs-specification,,https://github.com/trustoverip/tswg-did-method-webs-specification,,2023-06-27 19:57:19,2024-04-26 22:28:11.000000,2024-04-12 15:07:12,249.0,11.0,10.0,10.0,91.0,8.0,41.0,11.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
