,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,updated_github_id,pypi_url,pypi_monthly_downloads,trending,maven_id,maven_url,helm_id,brew_id,gem_url,apt_id,github,github-id
106,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,18,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2025-08-25 21:02:41.000000,2025-08-11 13:26:58,295.0,,63.0,295.0,36.0,,53.0,791.0,2023-01-31 02:32:05,2.1.1,52.0,30.0,30.0,15.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,,,,,,,,,,,,,,,,,,
107,solid-specification,https://github.com/solid/specification,specs,Solid Technical Reports.,,['solid'],18,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2026-01-21 15:17:25.000000,2026-01-15 17:50:41,1276.0,15.0,52.0,48.0,331.0,189.0,152.0,551.0,2021-12-21 13:00:06,protocol-v0.9.0,1.0,,,30.0,,,,1.0,,,,,,,,,,,,,,,,,,,
108,sidetree,https://github.com/decentralized-identity/sidetree,specs,Sidetree Specification and Reference Implementation.,,['dif'],18,False,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2024-12-12 16:15:38.000000,2023-04-04 19:14:54,1149.0,,106.0,38.0,684.0,37.0,441.0,438.0,2021-03-09 22:06:35,1.0.2,12.0,,,47.0,,,,1.0,,,,,,,,,,,,,,,,,,,
109,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,18,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2025-09-29 09:08:46.000000,2025-09-24 09:52:57,637.0,,72.0,34.0,462.0,96.0,122.0,243.0,,,,207.0,207.0,31.0,,,,2.0,,,,,,,,,,,,,,,,,,,
110,tbd-ssi-sdk,https://github.com/TBD54566975/ssi-sdk,ssi-sdks,self sovereign identity sdk.,,['web5'],18,False,tbd54566975/ssi-sdk,,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2024-12-11 23:50:38.000000,2024-10-03 18:09:33,367.0,,58.0,12.0,399.0,49.0,107.0,210.0,2024-10-03 18:13:37,0.0.1-beta,5.0,72.0,72.0,23.0,,,,2.0,,,,,,,,,,,,,,,,,,,
111,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,18,True,walt-id/waltid-ssikit,,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2026-01-13 10:53:25.000000,2026-01-13 10:53:25,1540.0,5.0,35.0,6.0,198.0,,166.0,111.0,2023-12-13 10:55:46,1.2312131048.0,98.0,,,17.0,,,456.0,2.0,175.0,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,24056.0,,,,,,,,,,,,,
112,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Privado ID Self-Hosted Issuer Node.,,,18,True,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2026-01-15 16:04:58.000000,2025-12-22 12:03:51,2367.0,19.0,94.0,8.0,822.0,3.0,133.0,102.0,2025-12-22 12:04:18,3.0.5,24.0,,,29.0,,,,2.0,,,,,,,,,,,,,,,,,,,
113,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,18,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2026-01-21 17:22:27.000000,2026-01-20 14:29:01,3191.0,21.0,67.0,10.0,792.0,183.0,136.0,74.0,,,1.0,65.0,65.0,33.0,,,,2.0,,,,,,,,,,,,,,,,,,,
114,solid-project,https://github.com/solid/solid,specs,Solid - Re-decentralizing the web (project directory).,,['solid'],17,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,367.0,552.0,56.0,124.0,90.0,8128.0,,,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,,
115,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",17,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2026-01-21 19:12:55.000000,2026-01-09 15:44:32,607.0,6.0,180.0,76.0,272.0,33.0,61.0,1689.0,,,,,,72.0,,,,3.0,,,,,,,,,,,,,,,,,,,
116,warrant,https://github.com/warrant-dev/warrant,authorization,"Warrant is a highly scalable, centralized authorization service based on Google Zanzibar. Use it to define, enforce,..",,,17,True,warrant-dev/warrant,,https://github.com/warrant-dev/warrant,Apache-2.0,2023-02-14 23:22:46,2025-12-05 19:39:14.000000,2025-12-05 19:39:13,288.0,1.0,54.0,4.0,310.0,16.0,22.0,1323.0,2024-06-10 20:02:54,1.15.1,100.0,4.0,4.0,5.0,,,94.0,3.0,3119.0,warrantdev/warrant,https://hub.docker.com/r/warrantdev/warrant,,,,,,,,,,,,,,,,
117,libfido2,https://github.com/Yubico/libfido2,authentication,"Provides library functionality for FIDO2, including communication with a device over USB or NFC.",,,17,False,yubico/libfido2,,https://github.com/Yubico/libfido2,,2018-04-19 06:32:10,2026-01-21 15:36:36.000000,2026-01-21 09:56:54,2015.0,42.0,161.0,61.0,572.0,8.0,243.0,686.0,,,,,,71.0,,,,3.0,,,,,,,,,,,,,,,,,,,
118,aries-rfcs,https://github.com/decentralized-identity/aries-rfcs,specs,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],17,True,hyperledger/aries-rfcs,,https://github.com/decentralized-identity/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2025-05-19 11:18:19.000000,2025-03-12 15:21:23,2409.0,,210.0,51.0,648.0,57.0,175.0,340.0,,,,,,94.0,,,,2.0,,,,,,,,decentralized-identity/aries-rfcs,,,,,,,,,,,
119,did-method-plc,https://github.com/did-method-plc/did-method-plc,dids,"Public Ledger of Credentials: a cryptographic, strongly-consistent, and recoverable DID method.",,,17,False,did-method-plc/did-method-plc,did-resolver,https://github.com/did-method-plc/did-method-plc,,2023-02-22 19:57:31,2026-01-20 02:08:46.000000,2026-01-20 02:08:44,207.0,18.0,62.0,19.0,89.0,27.0,26.0,304.0,,,,1.0,1.0,14.0,https://www.npmjs.com/package/did-resolver,256530.0,256530.0,3.0,,,,,,,,,,,,,,,,,,,
120,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,17,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2025-08-21 15:48:58.000000,2025-06-17 17:35:57,66.0,,26.0,6.0,24.0,15.0,22.0,239.0,2025-06-17 17:32:08,1.3.0.1,3.0,20.0,20.0,4.0,,,3272.0,3.0,,,,,,,django-passkeys,,https://pypi.org/project/django-passkeys,3272.0,,,,,,,,,
121,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,17,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2026-01-20 19:51:11.000000,2026-01-20 19:51:10,621.0,66.0,29.0,25.0,73.0,4.0,23.0,84.0,2021-10-08 12:33:05,0.2.0,2.0,,,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,
122,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,17,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2026-01-21 16:27:27.000000,2026-01-21 12:35:50,3757.0,170.0,21.0,9.0,361.0,15.0,10.0,73.0,2025-11-19 18:51:47,0.36.0,51.0,2.0,2.0,20.0,,,,3.0,,,,,,,,,,,,,,,,,,,
123,laragear-webauthn,https://github.com/Laragear/WebAuthn,authentication,"Authenticate users with Passkeys: fingerprints, patterns and biometric data.",,,16,True,laragear/webauthn,,https://github.com/Laragear/WebAuthn,MIT,2022-06-14 09:13:53,2026-01-19 17:57:46.000000,2026-01-19 17:57:17,171.0,3.0,44.0,4.0,65.0,,46.0,394.0,2026-01-19 17:57:46,4.1.0,24.0,,,12.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,
124,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,16,True,spruceid/didkit,,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2025-07-10 12:39:09.000000,2025-07-10 12:39:09,313.0,,82.0,37.0,258.0,46.0,77.0,317.0,,,,14.0,14.0,23.0,,,,3.0,,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,,
125,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],16,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2026-01-19 20:56:04.000000,2025-12-20 11:25:44,3756.0,3.0,77.0,24.0,8.0,,,246.0,,,,,,306.0,,,,3.0,,,,,,,,,,,,,,,,,,,
126,digitalbazaar-vc,https://github.com/digitalbazaar/vc,ssi-sdks,W3C Verifiable Credentials implementation in JavaScript.,,,16,True,digitalbazaar/vc,,https://github.com/digitalbazaar/vc,BSD-3-Clause,2017-10-24 20:45:37,2025-04-15 01:25:24.000000,2025-04-15 01:25:23,551.0,,49.0,14.0,105.0,25.0,69.0,212.0,,,,592.0,592.0,16.0,,,,3.0,,,,,,,,,,,,,,,,,,,
127,procivis-one-wallet,https://github.com/procivis/one-wallet,ssi-agents,"Digital wallet with eIDAS 2.0 compliancy, ISO 18013-5 mdocs, IETF SD-JWT VC, OID4VC, and W3C VCs.",,['w3c'],16,True,procivis/one-wallet,,https://github.com/procivis/one-wallet,Apache-2.0,2024-09-23 08:17:29,2026-01-19 16:03:39.000000,2026-01-19 16:03:28,1375.0,64.0,13.0,7.0,1.0,,,143.0,2026-01-20 09:26:10,1.69.1,13.0,,,,,,5.0,2.0,64.0,,,,,,,,,,,,,,,,,,
128,web5-js,https://github.com/decentralized-identity/web5-js,ssi-sdks,Monorepo for the Web5 JS TypeScript implementation.,,['web5'],16,False,TBD54566975/web5-js,web5/api,https://github.com/decentralized-identity/web5-js,Apache-2.0,2023-03-06 19:11:53,2025-03-01 10:03:25.000000,2024-10-22 22:16:06,743.0,,54.0,6.0,818.0,103.0,145.0,139.0,2024-10-22 22:17:48,@web5/api@0.12.0,100.0,71.0,71.0,32.0,https://www.npmjs.com/package/web5/api,,,3.0,,,,,,,,decentralized-identity/web5-js,,,,,,,,,,,
129,did-spec-registries,https://github.com/w3c/did-extensions,dids,Decentralized Identifier Ecosystem Extensions.,,,16,False,w3c/did-spec-registries,,https://github.com/w3c/did-extensions,,2020-02-11 17:25:04,2026-01-06 20:08:57.000000,2026-01-06 20:08:39,915.0,11.0,227.0,51.0,432.0,47.0,178.0,130.0,,,,,,235.0,,,,3.0,,,,,,,,w3c/did-extensions,,,,,,,,,,,
130,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VC,ssi-sdks,"OpenID for Verifiable Credentials - modules for issuers, holders and RPs.",,,16,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VC,Apache-2.0,2022-10-09 21:29:30,2025-12-16 14:12:33.000000,2025-12-16 14:12:30,1678.0,25.0,22.0,7.0,182.0,17.0,17.0,88.0,2025-11-19 18:15:43,0.20.0,28.0,,,20.0,,,,3.0,,,,,,,,Sphereon-Opensource/OID4VC,,,,,,,,,,,
131,talao-altme,https://github.com/TalaoDAO/AltMe,ssi-agents,Talao / Altme wallet : Open source Self Sovereign Identity wallet. Multi ecosystem support : EBSI conformant. ARF EUDI..,,,16,False,talaodao/altme,,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-12-27 07:56:07,2026-01-21 11:40:34.000000,2025-12-26 17:47:11,5316.0,43.0,18.0,6.0,542.0,57.0,2847.0,60.0,,,,2.0,2.0,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,
132,webauthn-ruby,https://github.com/cedarcode/webauthn-ruby,authentication,WebAuthn ruby server library Make your Ruby/Rails web server become a conformant WebAuthn Relying Party.,,,15,True,cedarcode/webauthn-ruby,,https://github.com/cedarcode/webauthn-ruby,MIT,2018-05-09 21:49:17,2026-01-15 14:16:31.000000,2026-01-15 14:16:30,1037.0,16.0,64.0,16.0,359.0,3.0,118.0,745.0,,,,,,39.0,,,,3.0,,,,,,,,,,,,,,,,,,,
133,did-core,https://github.com/w3c/did,specs,W3C Decentralized Identifier Specification.,,['w3c'],15,True,w3c/did-core,,https://github.com/w3c/did,W3C,2019-09-10 07:46:26,2026-01-13 15:29:30.000000,2026-01-12 16:52:17,1420.0,2.0,99.0,73.0,522.0,12.0,374.0,447.0,,,,,,71.0,,,,2.0,,,,,,,,w3c/did,,,-1.0,,,,,,,,
134,vc-data-model,https://github.com/w3c/vc-data-model,specs,W3C Verifiable Credentials v2.0 Specification.,,['w3c'],15,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2025-10-06 15:17:55.000000,2025-10-06 15:17:22,2242.0,,115.0,81.0,850.0,10.0,722.0,347.0,,,,,,80.0,,,,2.0,,,,,,,,,,,,,,,,,,,
135,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,15,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/mobile-wallet,Apache-2.0,2022-11-08 00:55:26,2025-12-20 00:00:02.000000,2025-12-13 11:36:57,2136.0,14.0,27.0,9.0,342.0,20.0,17.0,95.0,2025-11-19 22:38:48,0.7.0,1.0,,,14.0,,,,3.0,,,,,,,,Sphereon-Opensource/mobile-wallet,,,,,,,,,,,
136,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,15,False,walt-id/waltid-walletkit,,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2026-01-13 10:56:36.000000,2026-01-13 10:56:35,1377.0,1.0,23.0,3.0,111.0,1.0,47.0,32.0,2023-12-13 10:51:55,1.2312131047.0,48.0,,,12.0,,,100.0,3.0,,waltid/walletkit,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,5211.0,,,,,,,,,,,,,
137,fedfm,https://github.com/w3c-fedid/FedCM,specs,A privacy preserving identity exchange Web API.,,['w3c'],14,False,fedidcg/FedCM,,https://github.com/w3c-fedid/FedCM,,2020-03-20 21:58:44,2026-01-14 18:37:08.000000,2026-01-14 18:36:03,761.0,4.0,95.0,70.0,351.0,132.0,262.0,441.0,,,,,,42.0,,,,3.0,,,,,,,,w3c-fedid/FedCM,,,,,,,,,,,
138,beyond,https://github.com/presbrey/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,14,True,cogolabs/beyond,,https://github.com/presbrey/beyond,Apache-2.0,2017-08-13 18:29:25,2025-11-10 21:03:49.000000,2025-11-10 20:59:58,153.0,2.0,26.0,7.0,6.0,1.0,1.0,255.0,2022-05-26 15:15:14,1.8.10,4.0,,,6.0,,,176.0,3.0,,cogolabs/beyond,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17799.0,,presbrey/beyond,,,,,,,,,,,
139,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],14,False,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2024-05-06 00:08:36.000000,2024-02-05 20:54:24,451.0,,52.0,11.0,536.0,87.0,126.0,151.0,,,3.0,,,23.0,,,,3.0,,,,,,,,,,,,,,,,,,,
140,cf-identity-wallet,https://github.com/cardano-foundation/veridian-wallet,ssi-agents,Veridian Wallet is an open source mobile application developed by the Cardano Foundation. Built on the KERI and ACDC..,,,14,True,cardano-foundation/cf-identity-wallet,,https://github.com/cardano-foundation/veridian-wallet,Apache-2.0,2022-12-19 13:49:48,2026-01-22 18:22:46.000000,2025-11-15 21:16:30,1462.0,8.0,33.0,13.0,1532.0,7.0,9.0,139.0,2025-07-29 10:33:00,1.1.0,4.0,,,18.0,,,,3.0,,,,,,,,cardano-foundation/veridian-wallet,,,,,,,,,,,
141,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,specs,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],14,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2024-07-01 16:19:30.000000,2024-07-01 16:19:09,633.0,,34.0,27.0,240.0,53.0,181.0,88.0,,,,,,40.0,,,,3.0,,,,,,,,,,,,,,,,,,,
142,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,37.0,12.0,115.0,,,47.0,,,,16.0,16.0,39.0,,,,3.0,,,,,,,,,,,,,,,,,,,
143,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],13,False,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2024-04-22 03:03:12.000000,2024-04-15 20:19:29,90.0,,162.0,30.0,96.0,34.0,102.0,1011.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
144,identity-credential,https://github.com/w3c-fedid/digital-credentials,specs,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],13,False,wicg/identity-credential,,https://github.com/w3c-fedid/digital-credentials,,2023-04-23 18:07:46,2026-01-22 18:05:18.000000,2026-01-20 14:04:52,248.0,18.0,30.0,52.0,199.0,104.0,134.0,148.0,,,,,,22.0,,,,3.0,,,,,,,,w3c-fedid/digital-credentials,,,,,,,,,,,
145,crypto,https://github.com/docknetwork/crypto,pki,"Library providing privacy enhancing cryptographic primitives, ZKPs, BBS+ and BBS# signatures.",,,12,True,docknetwork/crypto,,https://github.com/docknetwork/crypto,Apache-2.0,2021-08-02 10:17:00,2025-10-02 08:06:20.000000,2025-10-02 08:05:57,295.0,,39.0,9.0,13.0,7.0,9.0,120.0,,,,19.0,19.0,7.0,,,,3.0,,,,,,,,,,,,,,,,,,,
146,bbs-signature,https://github.com/decentralized-identity/bbs-signature,specs,The BBS Signature Scheme.,,['dif'],12,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2026-01-07 17:48:40.000000,2025-07-07 17:40:36,925.0,,25.0,14.0,187.0,20.0,130.0,97.0,,,,,,19.0,,,,3.0,,,,,,,,,,,,,,,,,,,
147,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,12,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,26.0,7.0,432.0,29.0,75.0,50.0,,,1.0,2.0,2.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,
148,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],12,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2024-03-18 01:31:53.000000,2023-02-10 20:11:40,37.0,,23.0,12.0,28.0,7.0,9.0,49.0,,,,92.0,92.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,,
149,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,ssi-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,12,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2024-12-16 12:31:13.000000,2024-12-16 12:31:12,1177.0,,15.0,4.0,145.0,16.0,29.0,43.0,2024-04-24 20:52:31,3.3.2,30.0,1.0,1.0,20.0,,,2.0,3.0,114.0,,,,,,,,,,,,,,,,,,
150,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-sdks,OIDC identity provider for digital identity.,,,12,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2026-01-13 10:57:48.000000,2026-01-13 10:57:48,352.0,1.0,4.0,2.0,36.0,,36.0,26.0,2023-09-07 16:06:04,1.2309071555.0,28.0,,,9.0,,,22.0,3.0,,waltid/idpkit,https://hub.docker.com/r/waltid/idpkit,2024-07-17 14:26:13.313442,,1018.0,,,,,,,,,,,,,
151,web-access-control,https://github.com/solid/web-access-control-spec,specs,Web Access Control (WAC).,,['solid'],11,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2025-10-31 10:05:36.000000,2025-10-31 10:04:57,513.0,1.0,26.0,25.0,45.0,26.0,47.0,127.0,,,,,,19.0,,,,3.0,,,,,,,,,,,,,,,,,,,
152,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,specs,,,,11,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2026-01-19 09:47:13.000000,2026-01-19 09:47:12,796.0,1.0,34.0,18.0,284.0,,297.0,62.0,2025-05-29 16:46:56,draft-ietf-oauth-selective-disclosure-jwt-22,17.0,,,27.0,,,,3.0,,,,,,,,,,,,,,,,,,,
153,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,specs,A data model and abstract interfaces for digital wallets.,,['w3c'],11,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2025-04-05 08:13:56.000000,2023-02-22 15:32:05,319.0,,12.0,42.0,47.0,42.0,24.0,55.0,,,,3.0,3.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
154,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,11,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2025-07-10 12:31:18.000000,2025-07-10 12:31:18,195.0,,19.0,24.0,74.0,12.0,25.0,48.0,,,,,,13.0,,,,3.0,,,,,,,,,,,,,,,,,,,
155,pyMDOC-CBOR,https://github.com/IdentityPython/pyMDOC-CBOR,ssi-sdks,MDOC CBOR static Verifier and Issuer for EUDI Wallet PID and mDL use cases.,,,11,False,IdentityPython/pyMDOC-CBOR,,https://github.com/IdentityPython/pyMDOC-CBOR,Apache-2.0,2023-04-23 15:28:16,2025-07-25 12:59:42.000000,2025-07-25 12:59:13,173.0,,15.0,8.0,14.0,1.0,10.0,23.0,2025-07-25 12:59:42,1.0.1,7.0,2.0,2.0,9.0,,,,3.0,,,,,,,pymdoccobr,,https://pypi.org/project/pymdoccobr,,,,,,,,,,
156,kepler,https://github.com/spruceid/kepler,ssi-sdks,Decentralized storage based on permissioned data overlays called orbits.,,,10,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,15.0,23.0,123.0,9.0,15.0,82.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,
157,keri,https://github.com/WebOfTrust/keri,specs,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],10,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2025-12-11 14:48:42.000000,2025-12-11 14:48:42,269.0,3.0,16.0,13.0,33.0,1.0,4.0,70.0,,,,,,13.0,,,,3.0,,,,,,,,,,,,,,,,,,,
158,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,10,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2026-01-20 21:10:46.000000,2026-01-20 21:10:43,119.0,3.0,16.0,9.0,129.0,6.0,1.0,30.0,2024-04-02 18:31:17,1.0.1,3.0,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,
159,entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on Android.,,,10,False,microsoft/entra-verifiedid-wallet-library-android,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2026-01-20 21:10:43.000000,2026-01-20 21:10:40,111.0,3.0,9.0,9.0,134.0,3.0,1.0,25.0,2023-06-20 20:22:25,1.0.0,2.0,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,,
160,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,This repository contains the samples for all major languages and frameworks. It also contains our UI SDKs to launch..,,,10,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,MIT,2024-08-12 19:18:57,2026-01-09 16:44:00.000000,2025-12-04 03:34:17,576.0,12.0,3.0,4.0,381.0,,2.0,6.0,,,,3.0,3.0,9.0,,,,3.0,,,,,,,,,,,,,,,,,,,
161,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2024-03-19 15:54:10.000000,2023-07-31 13:48:42,119.0,,33.0,14.0,24.0,20.0,14.0,144.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
162,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,ssi-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,9,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,,2021-09-08 22:32:38,2024-07-15 18:12:12.000000,2024-07-15 18:11:29,664.0,,23.0,6.0,56.0,4.0,18.0,76.0,2024-04-24 21:53:08,0.6.4,15.0,,,13.0,,,0.0,3.0,45.0,,,,,,,,,,,,,,,,,,
