,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id,updated_github_id,github-id
108,webauthn-ruby,https://github.com/cedarcode/webauthn-ruby,authentication,WebAuthn ruby server library Make your Ruby/Rails web server become a conformant WebAuthn Relying Party.,,,18,True,cedarcode/webauthn-ruby,,https://github.com/cedarcode/webauthn-ruby,MIT,2018-05-09 21:49:17,2024-03-07 17:21:50.000000,2024-03-05 13:34:12,903.0,4.0,53.0,11.0,302.0,9.0,103.0,607.0,,,,755.0,755.0,30.0,,,,3.0,,,,,,,,,,,,,,,,,,
109,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,18,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2024-02-26 16:14:10.000000,2024-02-25 10:28:24,106.0,7.0,34.0,7.0,14.0,,24.0,304.0,2024-02-26 16:14:10,1.4.1,23.0,145.0,145.0,7.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,
110,vc-data-model,https://github.com/w3c/vc-data-model,specs,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,,['w3c'],18,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2024-03-07 15:19:39.000000,2024-03-03 21:13:36,1929.0,161.0,85.0,77.0,760.0,16.0,657.0,270.0,,,,,,67.0,,,,2.0,,,,,,,,,,,,,,,,,,
111,laragear-webauthn,https://github.com/Laragear/WebAuthn,authentication,"Authenticate users with Passkeys: fingerprints, patterns and biometric data.",,,18,True,laragear/webauthn,,https://github.com/Laragear/WebAuthn,MIT,2022-06-14 09:13:53,2024-02-29 16:30:23.000000,2024-02-28 05:23:29,88.0,10.0,30.0,3.0,39.0,1.0,31.0,216.0,2024-02-27 00:51:36,1.2.4,12.0,35.0,35.0,8.0,,,,3.0,,,,,,,,,,,,,,,,,,
112,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,18,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2024-03-07 00:14:30.000000,2023-11-01 15:51:52,531.0,,53.0,30.0,359.0,73.0,103.0,172.0,,,,121.0,121.0,23.0,,,,2.0,,,,,,,,,,,,,,,,,,
113,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Polygon ID Self-Hosted Issuer Node.,,,18,False,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2024-03-06 08:35:07.000000,2024-01-30 17:27:52,1473.0,104.0,59.0,9.0,510.0,4.0,112.0,73.0,2024-01-30 17:29:42,2.4.1,15.0,,,16.0,,,,2.0,,,,,,,,,,,,,,,,,,
114,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,18,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2024-03-06 17:51:28.000000,2024-03-06 17:51:28,2370.0,98.0,37.0,10.0,460.0,138.0,95.0,46.0,,,1.0,30.0,30.0,22.0,,,,2.0,,,,,,,,,,,,,,,,,,
115,solid-project,https://github.com/solid/solid,specs,Solid - Re-decentralizing the web (project directory).,,['solid'],17,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,371.0,558.0,56.0,125.0,88.0,8171.0,,,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,
116,warrant,https://github.com/warrant-dev/warrant,authorization,"Warrant is a highly scalable, centralized authorization service based on Google Zanzibar, used for defining, querying,..",,,17,True,warrant-dev/warrant,,https://github.com/warrant-dev/warrant,Apache-2.0,2023-02-14 23:22:46,2024-03-06 02:13:12.000000,2024-03-06 02:13:11,255.0,32.0,27.0,5.0,263.0,15.0,19.0,953.0,2024-03-05 23:24:02,1.8.2,98.0,1.0,1.0,5.0,,,111.0,3.0,883.0,,warrantdev/warrant,https://hub.docker.com/r/warrantdev/warrant,2024-03-05 23:24:02.765616,,580.0,,,,,,,,,,,
117,solid-specification,https://github.com/solid/specification,specs,Solid Technical Reports.,,['solid'],17,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2024-03-06 18:43:05.000000,2024-03-06 16:01:49,1019.0,45.0,38.0,51.0,224.0,177.0,148.0,452.0,2021-12-21 13:00:06,protocol-v0.9.0,1.0,,,23.0,,,,2.0,,,,,,,,,,,,,,,,,,
118,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],17,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2024-03-05 21:14:08.000000,2024-03-01 19:09:27,3626.0,22.0,68.0,27.0,5.0,,,227.0,,,,,,298.0,,,,3.0,,,,,,,,,,,,,,,,,,
119,digitalbazaar-vc,https://github.com/digitalbazaar/vc,ssi-sdks,W3C Verifiable Credentials implementation in JavaScript.,,,17,True,digitalbazaar/vc,,https://github.com/digitalbazaar/vc,BSD-3-Clause,2017-10-24 20:45:37,2024-02-05 18:23:31.000000,2024-01-16 16:58:30,388.0,7.0,44.0,16.0,88.0,24.0,62.0,169.0,,,,269.0,269.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,
120,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,,['hyperledger'],17,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2024-03-07 06:15:12.000000,2024-03-06 20:15:53,1667.0,47.0,112.0,20.0,850.0,71.0,178.0,126.0,,,,,,42.0,,,,2.0,,,,,,,,,,,,,,,,,openwallet-foundation/bifold-wallet,
121,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,17,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2024-03-07 10:20:23.000000,2024-03-05 06:39:18,1615.0,158.0,11.0,9.0,153.0,8.0,9.0,49.0,2024-03-02 22:04:04,0.19.0,32.0,3.0,3.0,15.0,,,,3.0,,,,,,,,,,,,,,,,,,
122,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Polygon ID.,,,17,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,,2022-11-08 12:11:09,2024-03-07 17:09:56.000000,2024-03-07 15:46:25,414.0,24.0,22.0,4.0,155.0,7.0,28.0,46.0,2024-03-07 17:09:56,1.8.2,41.0,143.0,143.0,15.0,,,,3.0,,,,,,,,,,,,,,,,,,
123,talao-altme,https://github.com/TalaoDAO/AltMe,ssi-agents,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,,,17,False,talaodao/altme,,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-12-27 07:56:07,2024-03-07 10:20:08.000000,2024-03-06 09:34:28,3903.0,363.0,13.0,7.0,472.0,37.0,1966.0,35.0,,,,,,5.0,,,,2.0,,,,,,,,,,,,,,,,,,
124,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,ssi-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,17,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2024-03-01 09:35:03.000000,2024-02-29 22:35:20,989.0,49.0,12.0,7.0,112.0,6.0,25.0,31.0,2024-02-29 22:36:22,3.3.0,29.0,17.0,17.0,17.0,,,1.0,3.0,58.0,,,,,,,,,,,,,,,,,
125,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",16,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2024-02-14 16:34:56.000000,2024-02-04 01:57:10,538.0,3.0,148.0,84.0,208.0,17.0,42.0,1372.0,,,,,,57.0,,,,3.0,,,,,,,,,,,,,,,,,,
126,libfido2,https://github.com/Yubico/libfido2,authentication,"Provides library functionality for FIDO2, including communication with a device over USB or NFC.",,,16,False,yubico/libfido2,,https://github.com/Yubico/libfido2,,2018-04-19 06:32:10,2024-03-07 13:42:07.000000,2024-02-29 15:21:27,1866.0,31.0,135.0,60.0,489.0,6.0,228.0,533.0,,,,,,65.0,,,,3.0,,,,,,,,,,,,,,,,,,
127,did-core,https://github.com/w3c/did-core,specs,W3C Decentralized Identifier Specification v1.0.,,['w3c'],16,True,w3c/did-core,,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2024-03-05 17:17:43.000000,2023-04-11 23:37:45,1309.0,,89.0,73.0,489.0,34.0,323.0,389.0,,,,,,62.0,,,,2.0,,,,,,,,,,,,,,,,,,
128,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,16,True,spruceid/didkit,,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2024-02-05 19:11:45.000000,2024-02-05 09:10:04,309.0,5.0,66.0,33.0,251.0,46.0,73.0,247.0,,,,6.0,6.0,22.0,,,,3.0,,,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,
129,tbd-ssi-sdk,https://github.com/TBD54566975/ssi-sdk,ssi-sdks,self sovereign identity sdk.,,['web5'],16,True,tbd54566975/ssi-sdk,,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2024-03-04 23:39:11.000000,2024-01-10 15:16:53,326.0,7.0,54.0,12.0,354.0,48.0,107.0,195.0,,,4.0,41.0,41.0,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
130,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,ssi-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,16,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,Apache-2.0,2021-09-08 22:32:38,2024-03-06 16:45:55.000000,2024-03-04 20:24:43,651.0,42.0,20.0,8.0,52.0,8.0,15.0,74.0,2024-02-29 22:50:37,0.6.0,14.0,49.0,49.0,12.0,,,0.0,3.0,26.0,2.0,,,,,,,,,,,,,,,,
131,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,16,False,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2024-03-07 14:55:32.000000,2024-03-07 14:04:35,803.0,652.0,19.0,5.0,173.0,13.0,27.0,65.0,2024-02-19 10:02:03,0.1.0,100.0,,,14.0,,,,3.0,,,waltid/identity,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,
132,did-spec-registries,https://github.com/w3c/did-spec-registries,dids,DID Spec Registry (Note).,,,15,False,w3c/did-spec-registries,,https://github.com/w3c/did-spec-registries,,2020-02-11 17:25:04,2024-03-07 06:22:40.000000,2024-01-31 15:21:51,812.0,4.0,178.0,35.0,358.0,39.0,150.0,108.0,,,,,,191.0,,,,3.0,,,,,,,,,,,,,,,,,,
133,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,specs,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],15,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2024-03-07 18:11:15.000000,2024-03-07 18:10:53,625.0,4.0,33.0,31.0,232.0,54.0,175.0,74.0,,,,,,37.0,,,,3.0,,,,,,,,,,,,,,,,,,
134,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,15,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2024-03-05 11:16:47.000000,2024-03-05 11:16:36,420.0,16.0,25.0,29.0,57.0,13.0,10.0,69.0,2021-10-08 12:33:05,0.2.0,2.0,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,
135,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VCI,ssi-sdks,OpenID for Verifiable Credential Issuance - client and issuer library.,,,15,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2024-03-03 01:29:33.000000,2024-03-03 01:29:26,718.0,87.0,13.0,6.0,78.0,5.0,11.0,51.0,2024-02-29 22:57:37,0.10.0,16.0,,,16.0,,,,3.0,,,,,,,,,,,,,,,,,Sphereon-Opensource/OID4VCI,
136,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,15,False,walt-id/waltid-walletkit,,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-12-13 10:51:53.446549,2023-12-13 10:46:56,1375.0,1.0,24.0,4.0,111.0,,46.0,33.0,2023-12-13 10:51:55,1.2312131047.0,48.0,,,12.0,,,137.0,3.0,,,waltid/walletkit,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,4122.0,,,,,,,,,,,
137,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],14,False,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2024-01-20 11:49:50.000000,2022-07-19 15:07:09,89.0,,155.0,38.0,94.0,30.0,102.0,960.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
138,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],14,True,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2024-02-19 01:11:33.000000,2024-02-05 20:54:24,451.0,7.0,53.0,11.0,527.0,87.0,126.0,143.0,,,3.0,,,21.0,,,,3.0,,,,,,,,,,,,,,,,,,
139,bbs-signature,https://github.com/decentralized-identity/bbs-signature,specs,The BBS Signature Scheme.,,['dif'],14,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2024-03-07 00:07:41.000000,2024-01-31 19:22:55,877.0,48.0,21.0,14.0,176.0,16.0,124.0,67.0,,,,,,17.0,,,,3.0,,,,,,,,,,,,,,,,,,
140,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,37.0,13.0,115.0,,,46.0,,,,14.0,14.0,37.0,,,,3.0,,,,,,,,,,,,,,,,,,
141,anoncreds,https://github.com/hyperledger/anoncreds-spec,specs,The specification for AnonCreds verifiable credential exchange.,,['hyperledger'],14,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2024-02-27 17:30:17.000000,2024-02-27 17:29:57,531.0,10.0,26.0,12.0,142.0,14.0,42.0,45.0,,,,,,25.0,,,,3.0,,,,,,,,,,,,,,,,,,
142,fedfm,https://github.com/fedidcg/FedCM,specs,A privacy preserving identity exchange Web API.,,['w3c'],13,False,fedidcg/FedCM,,https://github.com/fedidcg/FedCM,,2020-03-20 21:58:44,2024-02-28 20:22:47.000000,2024-02-28 19:50:12,684.0,6.0,57.0,72.0,270.0,157.0,109.0,325.0,,,,,,33.0,,,,3.0,,,,,,,,,,,,,,,,,,
143,beyond,https://github.com/cogolabs/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,13,False,cogolabs/beyond,,https://github.com/cogolabs/beyond,	Apache-2.0,2017-08-13 18:29:25,2022-05-26 15:15:14.000000,2022-05-25 16:48:25,133.0,,24.0,9.0,2.0,4.0,1.0,245.0,2022-05-26 15:15:14,1.8.10,4.0,,,5.0,,,223.0,3.0,,,cogolabs/beyond,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17626.0,,,,,,,,,,,
144,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,13,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2024-01-06 03:29:10.000000,2024-01-05 10:40:33,61.0,2.0,18.0,9.0,16.0,4.0,10.0,155.0,,,,11.0,11.0,4.0,,,348.0,3.0,,,,,,,,django-passkeys,https://pypi.org/project/django-passkeys,348.0,,,,,,,,
145,web-access-control,https://github.com/solid/web-access-control-spec,specs,Web Access Control (WAC).,,['solid'],13,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2024-03-05 17:09:59.000000,2024-03-05 17:09:57,462.0,7.0,22.0,29.0,41.0,27.0,45.0,119.0,,,,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
146,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,13,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,25.0,9.0,432.0,29.0,75.0,50.0,,,1.0,3.0,3.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,
147,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,specs,,,,13,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2024-03-07 00:42:02.000000,2024-03-04 17:27:13,719.0,18.0,24.0,14.0,206.0,9.0,198.0,48.0,2024-03-04 17:15:56,draft-ietf-oauth-selective-disclosure-jwt-08,3.0,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
148,did-method-plc,https://github.com/did-method-plc/did-method-plc,dids,"A cryptographic, strongly-consistent, and recoverable DID method.",,,12,False,did-method-plc/did-method-plc,did-resolver,https://github.com/did-method-plc/did-method-plc,,2023-02-22 19:57:31,2024-01-30 20:57:50.000000,2024-01-30 20:57:49,121.0,2.0,23.0,11.0,42.0,10.0,10.0,118.0,,,,,,8.0,https://www.npmjs.com/package/did-resolver,210738.0,210738.0,3.0,,,,,,,,,,,,,,,,,,
149,cf-identity-wallet,https://github.com/cardano-foundation/cf-identity-wallet,ssi-agents,Identity Wallet is an open source mobile application developed by the Cardano Foundation. It provides a digital..,,,12,False,cardano-foundation/cf-identity-wallet,,https://github.com/cardano-foundation/cf-identity-wallet,MPL-2.0,2022-12-19 13:49:48,2024-03-07 15:15:33.000000,2024-02-23 14:18:24,393.0,57.0,8.0,18.0,358.0,,,64.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
150,did-key.js,https://github.com/transmute-industries/did-key.js,dids,A DID Key Implementation in TypeScript.,,,12,False,transmute-industries/did-key.js,,https://github.com/transmute-industries/did-key.js,Apache-2.0,2020-06-09 00:16:20,2023-03-15 09:01:48.000000,2022-12-12 16:31:36,556.0,,14.0,9.0,260.0,37.0,10.0,51.0,,,,184.0,184.0,9.0,,,,3.0,,,,,,,,,,,,,,,,,,
151,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],12,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2023-02-10 20:11:47.000000,2023-02-10 20:11:40,37.0,,21.0,14.0,27.0,8.0,8.0,47.0,,,,60.0,60.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,
152,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-sdks,OIDC identity provider for digital identity.,,,12,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2023-12-13 11:00:32.879438,2023-12-13 10:56:38,350.0,1.0,6.0,3.0,36.0,,36.0,24.0,2023-09-07 16:06:04,1.2309071555.0,28.0,,,9.0,,,30.0,3.0,,-2.0,waltid/idpkit,https://hub.docker.com/r/waltid/idpkit,2023-12-13 11:00:32.879438,,725.0,,,,,,,,,,,
153,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,specs,A data model and abstract interfaces for digital wallets.,,['w3c'],11,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2023-05-18 13:45:33.000000,2023-02-22 15:32:05,319.0,,12.0,45.0,47.0,42.0,24.0,55.0,,,,3.0,3.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
154,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,11,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/mobile-wallet,GPL-3.0,2022-11-08 00:55:26,2024-03-05 22:45:02.000000,2024-03-05 22:44:49,952.0,46.0,9.0,7.0,163.0,8.0,9.0,43.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,Sphereon-Opensource/mobile-wallet,
155,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,11,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2024-03-05 13:50:44.000000,2023-10-02 22:37:32,194.0,,19.0,19.0,74.0,12.0,25.0,43.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,
156,identity-credential,https://github.com/WICG/digital-identities,specs,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],10,False,wicg/identity-credential,,https://github.com/WICG/digital-identities,,2023-04-23 18:07:46,2024-03-07 01:58:56.000000,2024-03-07 01:58:53,80.0,22.0,5.0,29.0,29.0,35.0,26.0,40.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,WICG/digital-identities,
157,keri,https://github.com/WebOfTrust/keri,specs,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],10,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2024-01-25 18:44:46.000000,2024-01-25 18:44:46,249.0,4.0,13.0,10.0,24.0,1.0,3.0,39.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
158,vlei,https://github.com/WebOfTrust/vLEI,specs,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,10,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2024-01-29 00:06:27.000000,2023-11-22 14:33:11,88.0,,11.0,9.0,35.0,20.0,28.0,24.0,,,,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,
159,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,10,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2024-03-06 21:50:14.000000,2024-02-23 21:40:05,75.0,15.0,7.0,11.0,80.0,3.0,1.0,19.0,2023-06-19 17:55:50,1.0.0,2.0,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,
160,pyMDOC-CBOR,https://github.com/IdentityPython/pyMDOC-CBOR,ssi-sdks,MDOC CBOR static Verifier and Issuer for EUDI Wallet PID and mDL use cases.,,,10,False,IdentityPython/pyMDOC-CBOR,,https://github.com/IdentityPython/pyMDOC-CBOR,Apache-2.0,2023-04-23 15:28:16,2024-02-09 12:04:08.000000,2024-02-09 12:03:50,73.0,26.0,6.0,10.0,2.0,1.0,2.0,11.0,2024-02-09 12:04:08,0.6.1,2.0,,,2.0,,,,3.0,,,,,,,,pymdoccobr,https://pypi.org/project/pymdoccobr,,,,,,,,,
161,did-webs,https://github.com/trustoverip/tswg-did-method-webs-specification,dids,a DID method spec for did:webs.,,,10,False,trustoverip/tswg-did-method-webs-specification,,https://github.com/trustoverip/tswg-did-method-webs-specification,,2023-06-27 19:57:19,2024-03-01 16:08:59.000000,2024-03-01 16:08:41,244.0,104.0,10.0,8.0,86.0,17.0,32.0,11.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
162,did-webs-resolver,https://github.com/hyperledger-labs/did-webs-resolver,dids,A reference implementation for the did:webs DID method specified here https://github.com/trustoverip/tswg-did-method-..,,,10,False,hyperledger-labs/did-webs-resolver,,https://github.com/hyperledger-labs/did-webs-resolver,Apache-2.0,2023-09-19 23:27:32,2024-03-06 14:52:26.000000,2024-03-06 14:52:25,113.0,58.0,7.0,3.0,27.0,9.0,20.0,6.0,,,1.0,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,
163,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2023-07-31 13:48:45.000000,2023-07-31 13:48:42,119.0,,35.0,16.0,23.0,20.0,14.0,139.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
164,kepler,https://github.com/spruceid/kepler,ssi-sdks,Decentralized storage based on permissioned data overlays called orbits.,,,9,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,10.0,20.0,123.0,9.0,15.0,70.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,
165,entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on Android.,,,9,False,microsoft/entra-verifiedid-wallet-library-android,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2024-03-06 22:21:52.000000,2024-03-06 22:21:51,66.0,5.0,3.0,11.0,67.0,1.0,1.0,18.0,2023-06-20 20:22:25,1.0.0,2.0,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,
