,name,homepage,category,description,resource,labels,projectrank,show,github_id,dockerhub_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,pypi_id,pypi_url,pypi_monthly_downloads,updated_github_id,trending,helm_id,maven_id,maven_url,gem_url,brew_id,apt_id,github,github-id
106,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Privado ID.,,,19,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2026-06-04 16:13:29.000000,2026-06-02 15:40:05,708.0,6.0,41.0,4.0,357.0,6.0,39.0,72.0,2026-06-02 15:40:37,1.44.0,,,100.0,274.0,274.0,19.0,,,,,2.0,,,,,,,,,,,,,,,,
107,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,18,False,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2025-05-01 17:30:05.000000,2025-05-01 17:30:05,152.0,,307.0,,43.0,28.0,24.0,3103.0,,,,2951.0,,1.0,1.0,27.0,,,,,3.0,,,,pyja3,https://pypi.org/project/pyja3,2951.0,,,,,,,,,,
108,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],18,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2025-10-22 16:06:57.000000,2025-10-22 16:06:52,166.0,,222.0,61.0,108.0,,61.0,2458.0,2024-03-06 13:35:30,1.3.0,,,41.0,,,54.0,,,,,3.0,,,,,,,,,,,,,,,,
109,ion,https://github.com/decentralized-identity/ion,dids,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,False,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,161.0,82.0,184.0,72.0,70.0,1230.0,2022-06-09 01:42:53,1.0.4,,,17.0,,,32.0,,,,,2.0,,,,,,,,,,,,,,,,
110,libfido2,https://github.com/Yubico/libfido2,authentication,"Provides library functionality for FIDO2, including communication with a device over USB or NFC.",,,18,False,yubico/libfido2,,https://github.com/Yubico/libfido2,,2018-04-19 06:32:10,2026-06-02 07:30:10.000000,2026-06-02 07:13:11,2124.0,105.0,165.0,61.0,614.0,8.0,251.0,717.0,,,,,,,,72.0,,,,,3.0,,,,,,,,,,,,,,,,
111,solid-specification,https://github.com/solid/specification,specs,Solid Technical Reports.,,['solid'],18,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2026-06-03 15:18:27.000000,2026-06-03 15:18:24,1307.0,19.0,53.0,46.0,361.0,193.0,152.0,561.0,2021-12-21 13:00:06,protocol-v0.9.0,,,1.0,,,31.0,,,,,1.0,,,,,,,,,,,,,,,,
112,sidetree,https://github.com/decentralized-identity/sidetree,specs,Sidetree Specification and Reference Implementation.,,['dif'],18,False,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2024-12-12 16:15:38.000000,2023-04-04 19:14:54,1149.0,,107.0,38.0,684.0,37.0,441.0,436.0,2021-03-09 22:06:35,1.0.2,,,12.0,,,47.0,,,,,1.0,,,,,,,,,,,,,,,,
113,tbd-ssi-sdk,https://github.com/TBD54566975/ssi-sdk,ssi-sdks,self sovereign identity sdk.,,['web5'],18,False,tbd54566975/ssi-sdk,,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2024-12-11 23:50:38.000000,2024-10-03 18:09:33,367.0,,58.0,,399.0,49.0,107.0,211.0,2024-10-03 18:13:37,0.0.1-beta,,,5.0,75.0,75.0,23.0,,,,,2.0,,,,,,,,,,,,,,,,
114,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,(Legacy) Self Sovereign Identity SDK.,,,18,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2026-06-04 18:15:38.000000,2026-06-04 18:15:38,3863.0,50.0,22.0,9.0,372.0,17.0,10.0,75.0,2026-06-04 18:05:48,0.38.0,,,54.0,2.0,2.0,21.0,,,,,2.0,,,,,,,,,,,,,,,,
115,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],17,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2026-03-22 20:54:07.000000,2026-03-22 20:54:07,347.0,2.0,944.0,242.0,260.0,218.0,555.0,3227.0,,,,,,,,51.0,,,,,3.0,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,
116,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",17,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2026-06-03 17:17:16.000000,2026-06-02 11:31:17,616.0,9.0,197.0,73.0,284.0,41.0,68.0,1775.0,,,,,,,,75.0,,,,,3.0,,,,,,,,,,,,,,,,
117,warrant,https://github.com/warrant-dev/warrant,authorization,"Warrant is a highly scalable, centralized authorization service based on Google Zanzibar. Use it to define, enforce,..",,,17,True,warrant-dev/warrant,warrantdev/warrant,https://github.com/warrant-dev/warrant,Apache-2.0,2023-02-14 23:22:46,2025-12-05 19:39:14.000000,2025-12-05 19:39:13,288.0,,52.0,5.0,310.0,16.0,22.0,1337.0,2024-06-10 20:02:54,1.15.1,3243.0,85.0,100.0,4.0,4.0,5.0,https://hub.docker.com/r/warrantdev/warrant,,,,3.0,,,,,,,,,,,,,,,,
118,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,17,True,github/webauthn-json,,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2025-08-25 21:02:41.000000,2025-08-11 13:26:58,295.0,,61.0,95.0,36.0,,53.0,790.0,2023-01-31 02:32:05,2.1.1,,,52.0,30.0,30.0,15.0,,,,,3.0,github/webauthn-json,https://www.npmjs.com/package/github/webauthn-json,,,,,,,,,,,,,,
119,vc-data-model,https://github.com/w3c/vc-data-model,specs,W3C Verifiable Credentials v2.0 Specification.,,['w3c'],17,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2026-05-12 03:52:55.000000,2026-05-11 01:44:14,2256.0,13.0,119.0,80.0,857.0,10.0,729.0,358.0,,,,,,,,81.0,,,,,2.0,,,,,,,,,,,,,,,,
120,aries-rfcs,https://github.com/decentralized-identity/aries-rfcs,specs,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],17,False,hyperledger/aries-rfcs,,https://github.com/decentralized-identity/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2025-05-19 11:18:19.000000,2025-03-12 15:21:23,2409.0,,212.0,52.0,648.0,57.0,175.0,341.0,,,,,,,,94.0,,,,,2.0,,,,,,,decentralized-identity/aries-rfcs,,,,,,,,,
121,did-method-plc,https://github.com/did-method-plc/did-method-plc,dids,"Public Ledger of Credentials: a cryptographic, strongly-consistent, and recoverable DID method.",,,17,False,did-method-plc/did-method-plc,,https://github.com/did-method-plc/did-method-plc,,2023-02-22 19:57:31,2026-02-03 16:21:24.000000,2026-02-03 16:21:23,208.0,,64.0,22.0,91.0,28.0,28.0,318.0,,,,475290.0,,1.0,1.0,15.0,,,,,2.0,did-resolver,https://www.npmjs.com/package/did-resolver,475290.0,,,,,,,,,,,,,
122,cf-identity-wallet,https://github.com/cardano-foundation/veridian-wallet,ssi-agents,Veridian Wallet is an open source mobile application developed by the Cardano Foundation. Built on the KERI and ACDC..,,,17,True,cardano-foundation/cf-identity-wallet,,https://github.com/cardano-foundation/veridian-wallet,Apache-2.0,2022-12-19 13:49:48,2026-05-18 13:52:57.000000,2026-05-12 08:39:08,1882.0,22.0,36.0,13.0,1637.0,7.0,10.0,143.0,2026-05-20 07:22:09,1.2.2,,,7.0,,,22.0,,,,,2.0,,,,,,,cardano-foundation/veridian-wallet,,,,,,,,,
123,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,17,True,walt-id/waltid-ssikit,waltid/ssikit,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2026-01-13 10:53:25.000000,2026-01-13 10:53:25,1540.0,,34.0,6.0,198.0,,166.0,112.0,2023-12-13 10:55:46,1.2312131048.0,206.0,428.0,98.0,,,18.0,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,24699.0,3.0,,,,,,,,,,,,,,,,
124,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VC,ssi-sdks,"OpenID for Verifiable Credentials - modules for issuers, holders and RPs.",,,17,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VC,Apache-2.0,2022-10-09 21:29:30,2026-06-04 17:39:47.000000,2026-06-04 17:39:46,1709.0,18.0,22.0,7.0,185.0,18.0,17.0,89.0,2026-06-04 17:37:03,0.21.0,,,30.0,,,22.0,,,,,3.0,,,,,,,Sphereon-Opensource/OID4VC,,,,,,,,,
125,digitalbazaar-vc,https://github.com/digitalbazaar/vc,ssi-sdks,W3C Verifiable Credentials implementation in JavaScript.,,,16,True,digitalbazaar/vc,,https://github.com/digitalbazaar/vc,BSD-3-Clause,2017-10-24 20:45:37,2026-02-05 23:09:34.000000,2026-02-05 23:09:33,558.0,,48.0,15.0,106.0,25.0,69.0,216.0,,,,,,627.0,627.0,16.0,,,,,3.0,,,,,,,,,,,,,,,,
126,procivis-one-wallet,https://github.com/procivis/one-wallet,ssi-agents,"Digital wallet with eIDAS 2.0 compliancy, ISO 18013-5 mdocs, IETF SD-JWT VC, OID4VC, and W3C VCs.",,['w3c'],16,True,procivis/one-wallet,,https://github.com/procivis/one-wallet,Apache-2.0,2024-09-23 08:17:29,2026-05-30 03:05:32.000000,2026-05-30 03:05:27,1439.0,46.0,14.0,7.0,1.0,,,147.0,2026-06-02 12:08:12,1.78.1,82.0,5.0,21.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
127,web5-js,https://github.com/decentralized-identity/web5-js,ssi-sdks,Monorepo for the Web5 JS TypeScript implementation.,,['web5'],16,False,TBD54566975/web5-js,,https://github.com/decentralized-identity/web5-js,Apache-2.0,2023-03-06 19:11:53,2025-03-01 10:03:25.000000,2024-10-22 22:16:06,743.0,,55.0,5.0,818.0,103.0,145.0,140.0,2024-10-22 22:17:48,@web5/api@0.12.0,,,100.0,71.0,71.0,32.0,,,,,3.0,web5/api,https://www.npmjs.com/package/web5/api,,,,,decentralized-identity/web5-js,,,,,,,,,
128,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Privado ID Self-Hosted Issuer Node.,,,16,True,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2026-05-14 13:05:05.000000,2025-12-22 12:03:51,2367.0,,99.0,8.0,829.0,3.0,135.0,105.0,2025-12-22 12:04:18,3.0.5,,,24.0,,,29.0,,,,,2.0,,,,,,,,,,,,,,,,
129,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,16,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2026-04-15 11:49:54.000000,2026-04-15 11:49:54,639.0,18.0,28.0,25.0,73.0,4.0,23.0,87.0,2021-10-08 12:33:05,0.2.0,,,2.0,,,14.0,,,,,3.0,,,,,,,,,,,,,,,,
130,solid-project,https://github.com/solid/solid,specs,Solid - Re-decentralizing the web (project directory).,,['solid'],15,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,363.0,13.0,56.0,124.0,90.0,8111.0,,,,,,,,22.0,,,,,2.0,,,,,,,,,,,,,,,,
131,did-core,https://github.com/w3c/did,specs,W3C Decentralized Identifier Specification.,,['w3c'],15,True,w3c/did-core,,https://github.com/w3c/did,W3C,2019-09-10 07:46:26,2026-03-05 08:38:02.000000,2026-03-05 08:37:57,1437.0,,103.0,75.0,524.0,16.0,380.0,474.0,,,,,,,,71.0,,,,,2.0,,,,,,,w3c/did,,,,,,,,,
132,laragear-webauthn,https://github.com/Laragear/WebAuthn,authentication,"Authenticate users with Passkeys: fingerprints, patterns and biometric data.",,,15,True,laragear/webauthn,,https://github.com/Laragear/WebAuthn,MIT,2022-06-14 09:13:53,2026-05-08 18:29:07.000000,2026-05-08 18:25:42,178.0,7.0,47.0,4.0,,,,401.0,2026-05-08 18:29:08,5.0.2,,,27.0,,,12.0,,,,,3.0,,,,,,,,,,,,,,,,
133,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,15,True,spruceid/didkit,ghcr.io/spruceid/didkit-http,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2025-07-10 12:39:09.000000,2025-07-10 12:39:09,313.0,,83.0,7.0,258.0,46.0,77.0,320.0,,,,,,14.0,14.0,23.0,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,3.0,,,,,,,,,,,,,,,,
134,identity-credential,https://github.com/w3c-fedid/digital-credentials,specs,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],15,False,wicg/identity-credential,,https://github.com/w3c-fedid/digital-credentials,,2023-04-23 18:07:46,2026-06-01 06:18:59.000000,2026-06-01 05:09:26,296.0,27.0,34.0,49.0,261.0,70.0,191.0,160.0,,,,,,,,22.0,,,,,2.0,,,,,,,w3c-fedid/digital-credentials,,,,,,,,,
135,did-spec-registries,https://github.com/w3c/did-extensions,dids,Decentralized Identifier Ecosystem Extensions.,,,15,False,w3c/did-spec-registries,,https://github.com/w3c/did-extensions,,2020-02-11 17:25:04,2026-06-03 14:53:31.000000,2026-06-03 14:53:04,922.0,6.0,270.0,52.0,486.0,50.0,179.0,141.0,,,,,,,,240.0,,,,,3.0,,,,,,,w3c/did-extensions,,,,,,,,,
136,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,15,False,walt-id/waltid-walletkit,waltid/walletkit,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2026-01-13 10:56:36.000000,2026-01-13 10:56:35,1377.0,,23.0,3.0,111.0,1.0,47.0,32.0,2023-12-13 10:51:55,1.2312131047.0,,100.0,48.0,,,13.0,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,5700.0,3.0,,,,,,,,,,,,,,,,
137,webauthn-ruby,https://github.com/cedarcode/webauthn-ruby,authentication,WebAuthn ruby server library Make your Ruby/Rails web server become a conformant WebAuthn Relying Party.,,,14,True,cedarcode/webauthn-ruby,,https://github.com/cedarcode/webauthn-ruby,MIT,2018-05-09 21:49:17,2026-06-03 14:54:55.000000,2026-01-15 14:16:30,1037.0,,65.0,15.0,359.0,4.0,118.0,767.0,,,,,,,,39.0,,,,,3.0,,,,,,,,,,,,,,,,
138,fedfm,https://github.com/w3c-fedid/FedCM,specs,A privacy preserving identity exchange Web API.,,['w3c'],14,False,fedidcg/FedCM,,https://github.com/w3c-fedid/FedCM,,2020-03-20 21:58:44,2026-05-18 18:02:09.000000,2026-05-18 18:00:46,768.0,4.0,102.0,72.0,361.0,143.0,271.0,461.0,,,,,,,,42.0,,,,,3.0,,,,,,,w3c-fedid/FedCM,,,,,,,,,
139,beyond,https://github.com/presbrey/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,14,True,cogolabs/beyond,cogolabs/beyond,https://github.com/presbrey/beyond,Apache-2.0,2017-08-13 18:29:25,2025-11-10 21:03:49.000000,2025-11-10 20:59:58,153.0,,25.0,7.0,6.0,1.0,1.0,254.0,2022-05-26 15:15:14,1.8.10,,169.0,4.0,,,6.0,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,18019.0,3.0,,,,,,,presbrey/beyond,,,,,,,,,
140,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],14,False,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2024-05-06 00:08:36.000000,2024-02-05 20:54:24,451.0,,52.0,,536.0,87.0,126.0,149.0,,,,,3.0,,,23.0,,,,,3.0,,,,,,,,,,,,,,,,
141,web-access-control,https://github.com/solid/web-access-control-spec,specs,Web Access Control (WAC).,,['solid'],14,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2026-06-03 13:52:23.000000,2026-06-03 12:00:18,527.0,14.0,27.0,27.0,47.0,28.0,48.0,129.0,,,,,,,,19.0,,,,,3.0,,,,,,,,,,,,,,,,
142,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,specs,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],14,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2024-07-01 16:19:30.000000,2024-07-01 16:19:09,633.0,,34.0,25.0,241.0,53.0,181.0,88.0,,,,,,,,40.0,,,,,3.0,,,,,,,,,,,,,,,,
143,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,36.0,12.0,115.0,,,47.0,,,,,,17.0,17.0,39.0,,,,,3.0,,,,,,,,,,,,,,,,
144,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],13,False,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2024-04-22 03:03:12.000000,2024-04-15 20:19:29,90.0,,162.0,30.0,96.0,34.0,102.0,1013.0,,,,,,,,10.0,,,,,3.0,,,,,,,,,,,,,,,,
145,crypto,https://github.com/docknetwork/crypto,pki,"Library providing privacy enhancing cryptographic primitives, ZKPs, BBS+ and BBS# signatures.",,,13,True,docknetwork/crypto,,https://github.com/docknetwork/crypto,Apache-2.0,2021-08-02 10:17:00,2026-05-26 04:45:49.000000,2025-10-02 08:05:57,295.0,,43.0,10.0,13.0,10.0,9.0,130.0,,,,,,22.0,22.0,7.0,,,,,3.0,,,,,,,,,,,,,,,,
146,talao-altme,https://github.com/TalaoDAO/AltMe,ssi-agents,Talao / Altme wallet : Open source Self Sovereign Identity wallet. Multi ecosystem support : EBSI conformant. ARF EUDI..,,,13,False,talaodao/altme,,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-12-27 07:56:07,2026-03-20 15:54:00.000000,2026-02-10 12:22:06,5317.0,,18.0,6.0,542.0,55.0,2868.0,60.0,,,,,,2.0,2.0,5.0,,,,,3.0,,,,,,,,,,,,,,,,
147,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,ssi-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,13,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2024-12-16 12:31:13.000000,2024-12-16 12:31:12,1177.0,,15.0,4.0,145.0,16.0,29.0,43.0,2024-04-24 20:52:31,3.3.2,117.0,2.0,30.0,1.0,1.0,21.0,,,,,3.0,,,,,,,,,,,,,,,,
148,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,12,True,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/mobile-wallet,Apache-2.0,2022-11-08 00:55:26,2026-06-04 18:17:58.000000,2026-04-01 10:30:28,2194.0,1.0,32.0,10.0,342.0,21.0,17.0,102.0,2025-11-19 22:38:48,0.7.0,,,1.0,,,15.0,,,,,3.0,,,,,,,Sphereon-Opensource/mobile-wallet,,,,,,,,,
149,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,12,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,26.0,7.0,432.0,29.0,75.0,50.0,,,,,1.0,2.0,2.0,14.0,,,,,3.0,,,,,,,,,,,,,,,,
150,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],12,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2024-03-18 01:31:53.000000,2023-02-10 20:11:40,37.0,,22.0,12.0,28.0,7.0,9.0,50.0,,,,,,100.0,100.0,11.0,,,,,3.0,,,,,,,,,,,,,,,,
151,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-sdks,OIDC identity provider for digital identity.,,,12,False,walt-id/waltid-idpkit,waltid/idpkit,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2026-01-13 10:57:48.000000,2026-01-13 10:57:48,352.0,,4.0,2.0,36.0,,36.0,26.0,2023-09-07 16:06:04,1.2309071555.0,,22.0,28.0,,,10.0,https://hub.docker.com/r/waltid/idpkit,2024-07-17 14:26:13.313442,,1122.0,3.0,,,,,,,,,,,,,,,,
152,aip-identity,https://github.com/The-Nexus-Guard/aip,dids,"Decentralized identity and trust layer for AI agents using Ed25519-based DIDs, vouch-based trust chains, and encrypted..",,,12,False,The-Nexus-Guard/aip,,https://github.com/The-Nexus-Guard/aip,MIT,2026-02-01 20:14:11,2026-03-22 08:10:08.000000,2026-03-22 08:10:07,325.0,73.0,2.0,1.0,,4.0,,13.0,2026-03-17 00:17:10,0.5.51,,701.0,14.0,,,,,,,,3.0,,,,aip-identity,https://pypi.org/project/aip-identity,701.0,,,,,,,,,,
153,bbs-signature,https://github.com/decentralized-identity/bbs-signature,specs,The BBS Signature Scheme.,,['dif'],11,True,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2026-03-16 19:12:45.000000,2025-07-07 17:40:36,925.0,,26.0,15.0,190.0,20.0,131.0,101.0,,,,,,,,19.0,,,,,3.0,,,,,,,,,,,,,,,,
154,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,specs,,,,11,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2026-01-19 09:47:13.000000,2026-01-19 09:47:12,796.0,,35.0,17.0,284.0,,297.0,62.0,2025-05-29 16:46:56,draft-ietf-oauth-selective-disclosure-jwt-22,,,17.0,,,27.0,,,,,3.0,,,,,,,,,,,,,,,,
155,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,specs,A data model and abstract interfaces for digital wallets.,,['w3c'],11,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2025-04-05 08:13:56.000000,2023-02-22 15:32:05,319.0,,12.0,40.0,47.0,42.0,24.0,55.0,,,,,,3.0,3.0,10.0,,,,,3.0,,,,,,,,,,,,,,,,
156,pyMDOC-CBOR,https://github.com/IdentityPython/pyMDOC-CBOR,ssi-sdks,MDOC CBOR static Verifier and Issuer for EUDI Wallet PID and mDL use cases.,,,11,False,IdentityPython/pyMDOC-CBOR,,https://github.com/IdentityPython/pyMDOC-CBOR,Apache-2.0,2023-04-23 15:28:16,2026-03-24 15:55:57.000000,2026-03-24 15:54:56,192.0,2.0,18.0,6.0,21.0,3.0,10.0,22.0,2026-03-24 15:55:57,1.3.0,,,10.0,2.0,2.0,11.0,,,,,3.0,,,,pymdoccobr,https://pypi.org/project/pymdoccobr,,,,,,,,,,,
157,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,10,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2025-07-10 12:31:18.000000,2025-07-10 12:31:18,195.0,,19.0,6.0,74.0,12.0,25.0,47.0,,,,,,,,13.0,,,,,3.0,,,,,,,,,,,,,,,,
158,vlei,https://github.com/WebOfTrust/vLEI,specs,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,10,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2026-05-21 18:54:08.000000,2026-05-21 18:52:52,117.0,6.0,14.0,10.0,48.0,22.0,28.0,40.0,,,,,,,,7.0,,,,,3.0,,,,,,,,,,,,,,,,
159,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,10,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2026-05-27 21:47:14.000000,2026-05-27 21:47:11,127.0,5.0,15.0,9.0,138.0,5.0,1.0,32.0,2024-04-02 18:31:17,1.0.1,,,3.0,,,5.0,,,,,3.0,,,,,,,,,,,,,,,,
160,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,This repository contains the samples for all major languages and frameworks. It also contains our UI SDKs to launch..,,,10,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,MIT,2024-08-12 19:18:57,2026-05-28 15:30:35.000000,2026-05-28 15:30:33,622.0,21.0,3.0,4.0,397.0,,2.0,8.0,,,,,,3.0,3.0,12.0,,,,,3.0,,,,,,,,,,,,,,,,
161,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2024-03-19 15:54:10.000000,2023-07-31 13:48:42,119.0,,33.0,14.0,24.0,20.0,14.0,143.0,,,,,,,,10.0,,,,,3.0,,,,,,,,,,,,,,,,
162,kepler,https://github.com/spruceid/kepler,ssi-sdks,Decentralized storage based on permissioned data overlays called orbits.,,,9,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,14.0,6.0,123.0,9.0,15.0,81.0,,,,,,,,8.0,,,,,3.0,,,,,,,,,,,,,,,,
