,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,trending,dockerhub_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,new_addition,gem_url,updated_github_id,apt_id
107,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,16,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2023-11-29 07:18:41.000000,2023-11-27 09:55:15,1433.0,133.0,7.0,8.0,136.0,2.0,7.0,38.0,29.0,1.0,1.0,13.0,,,,3.0,,,2023-10-01 02:16:26,0.17.5,,,,,,,,,,,,,,,,
108,did-core,https://github.com/w3c/did-core,credentials,W3C Decentralized Identifier Specification v1.0.,,['w3c'],15,True,w3c/did-core,,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2023-04-11 23:37:45.000000,2023-04-11 23:37:45,1309.0,,85.0,74.0,487.0,32.0,324.0,387.0,,,,62.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
109,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],15,True,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2023-11-27 00:39:58.000000,2023-10-30 14:36:57,437.0,18.0,52.0,12.0,497.0,87.0,126.0,139.0,3.0,,,21.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
110,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,protocols,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],15,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2023-10-24 10:04:29.000000,2023-10-05 20:28:43,621.0,6.0,31.0,31.0,226.0,56.0,170.0,75.0,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
111,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,15,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2023-11-27 09:47:52.000000,2023-11-27 09:47:51,404.0,24.0,24.0,29.0,54.0,13.0,9.0,65.0,2.0,,,11.0,,,,3.0,,,2021-10-08 12:33:05,0.2.0,,,,,,,,,,,,,,,,
112,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VCI,protocols-sdks,OpenID for Verifiable Credential Issuance - client and issuer library.,,,15,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2023-11-29 23:51:57.000000,2023-11-29 23:51:57,628.0,53.0,10.0,6.0,66.0,4.0,9.0,39.0,14.0,,,15.0,,,,1.0,,,2023-10-14 23:03:15,0.8.1,,,,,,,,,,,,,,,Sphereon-Opensource/OID4VCI,
113,anoncreds,https://github.com/hyperledger/anoncreds-spec,credentials,The specification for AnonCreds verifiable credential exchange.,,['hyperledger'],15,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2023-11-30 16:46:35.000000,2023-11-20 16:41:55,475.0,66.0,25.0,12.0,137.0,26.0,25.0,39.0,,,,24.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
114,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,protocols-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,15,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2023-11-28 02:29:28.000000,2023-11-28 02:29:24,936.0,24.0,9.0,7.0,104.0,7.0,20.0,27.0,26.0,16.0,16.0,15.0,,,2.0,1.0,,,2023-09-28 01:02:52,2.1.2,58.0,,,,,,,,,,,,,,,
115,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-infra,OIDC identity provider for SSI & NFTs.,,,15,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2023-10-27 18:52:56.044331,2023-10-27 18:47:46,349.0,20.0,6.0,2.0,36.0,,36.0,21.0,28.0,,,9.0,,,35.0,3.0,,waltid/idpkit,2023-09-07 16:06:04,1.2309071555.0,,https://hub.docker.com/r/waltid/idpkit,2023-10-27 18:52:56.044331,,711.0,,,,,,,,,,,
116,fedfm,https://github.com/fedidcg/FedCM,protocols,A privacy preserving identity exchange Web API.,,['w3c'],14,False,fedidcg/FedCM,,https://github.com/fedidcg/FedCM,,2020-03-20 21:58:44,2023-11-30 18:06:24.000000,2023-11-30 18:05:24,676.0,14.0,53.0,76.0,263.0,157.0,102.0,297.0,,,,32.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,
117,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,38.0,13.0,115.0,,,47.0,,14.0,14.0,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
118,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],13,False,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2022-10-15 14:37:14.000000,2022-07-19 15:07:09,89.0,,152.0,37.0,93.0,30.0,102.0,941.0,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
119,beyond,https://github.com/cogolabs/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,13,False,cogolabs/beyond,,https://github.com/cogolabs/beyond,	Apache-2.0,2017-08-13 18:29:25,2022-05-26 15:15:14.000000,2022-05-25 16:48:25,133.0,,25.0,9.0,2.0,4.0,1.0,244.0,4.0,,,5.0,,,234.0,3.0,,cogolabs/beyond,2022-05-26 15:15:14,1.8.10,,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17622.0,,,,,,,,,,,
120,web-access-control,https://github.com/solid/web-access-control-spec,protocols,Web Access Control (WAC).,,['solid'],13,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2023-11-24 09:08:14.000000,2023-11-24 09:08:14,455.0,9.0,22.0,31.0,40.0,27.0,45.0,117.0,,,,17.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
121,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,protocols-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,13,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,Apache-2.0,2021-09-08 22:32:38,2023-11-28 02:42:23.000000,2023-11-28 02:39:02,609.0,29.0,19.0,8.0,46.0,5.0,12.0,66.0,13.0,42.0,42.0,12.0,,,0.0,3.0,,,,,25.0,,,,,,,,,,,,,,,
122,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,13,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,24.0,9.0,432.0,29.0,75.0,50.0,1.0,1.0,1.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
123,bbs-signature,https://github.com/decentralized-identity/bbs-signature,credentials,The BBS Signature Scheme.,,['dif'],12,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2023-11-30 08:36:04.000000,2023-11-27 16:26:20,800.0,28.0,19.0,14.0,168.0,14.0,118.0,59.0,,,,16.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
124,did-key.js,https://github.com/transmute-industries/did-key.js,others,A DID Key Implementation in TypeScript.,,,12,False,transmute-industries/did-key.js,,https://github.com/transmute-industries/did-key.js,Apache-2.0,2020-06-09 00:16:20,2023-03-15 09:01:48.000000,2022-12-12 16:31:36,556.0,,13.0,9.0,260.0,37.0,10.0,50.0,,178.0,178.0,9.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
125,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],12,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2023-02-10 20:11:47.000000,2023-02-10 20:11:40,37.0,,21.0,14.0,27.0,7.0,8.0,45.0,,55.0,55.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
126,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,credentials,,,,11,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2023-11-30 00:54:41.000000,2023-11-27 16:19:38,699.0,17.0,19.0,11.0,186.0,23.0,177.0,40.0,1.0,,,16.0,,,,3.0,,,2023-10-23 16:16:05,draft-ietf-oauth-selective-disclosure-jwt-06,,,,,,,,,,,,,,,,
127,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/ssi-mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,11,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/ssi-mobile-wallet,GPL-3.0,2022-11-08 00:55:26,2023-11-24 08:46:31.000000,2023-11-24 08:46:27,906.0,88.0,7.0,6.0,157.0,6.0,9.0,37.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
128,keri,https://github.com/WebOfTrust/keri,protocols,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],11,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2023-09-26 14:37:07.000000,2023-09-26 14:37:03,244.0,13.0,11.0,10.0,22.0,1.0,3.0,34.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
129,waltid-web-wallet,https://github.com/walt-id/waltid-web-wallet,ssi-agents,Custodian identity wallet white-label solution.,,,11,False,walt-id/waltid-web-wallet,,https://github.com/walt-id/waltid-web-wallet,,2023-07-27 19:04:55,2023-11-30 01:14:20.000000,2023-11-24 22:24:16,180.0,128.0,1.0,1.0,69.0,3.0,3.0,,48.0,,,8.0,,,535.0,3.0,,waltid/ssikit-web-wallet,2023-11-24 22:29:54,1.2311242224.0,,https://hub.docker.com/r/waltid/ssikit-web-wallet,2023-06-29 16:56:55.416195,,2143.0,,,,,,,,,,,
130,kepler,https://github.com/spruceid/kepler,ssi-infra,Decentralized storage based on permissioned data overlays called orbits.,,,10,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,10.0,20.0,123.0,9.0,15.0,70.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
131,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,protocols,A data model and abstract interfaces for digital wallets.,,['w3c'],10,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2023-05-18 13:45:33.000000,2023-02-22 15:32:05,319.0,,12.0,43.0,47.0,42.0,24.0,53.0,,2.0,2.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
132,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,10,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2023-11-21 15:13:51.000000,2023-10-02 22:37:32,194.0,1.0,17.0,19.0,73.0,10.0,24.0,40.0,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
133,vlei,https://github.com/WebOfTrust/vLEI,credentials,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,10,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2023-11-22 18:27:37.000000,2023-11-22 14:33:11,88.0,3.0,11.0,9.0,34.0,21.0,27.0,24.0,,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
134,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,10,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2023-11-06 21:37:50.000000,2023-10-06 14:24:02,60.0,5.0,3.0,10.0,57.0,2.0,1.0,13.0,2.0,,,3.0,,,,3.0,,,2023-06-19 17:55:50,1.0.0,,,,,,,,,,,,,,,,
135,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2023-07-31 13:48:45.000000,2023-07-31 13:48:42,119.0,,33.0,16.0,23.0,19.0,14.0,139.0,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
136,entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on Android.,,,9,False,microsoft/entra-verifiedid-wallet-library-android,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2023-11-19 16:49:44.000000,2023-10-06 18:01:30,61.0,4.0,2.0,10.0,60.0,1.0,1.0,15.0,2.0,,,5.0,,,,3.0,,,2023-06-20 20:22:25,1.0.0,,,,,,,,,,,,,,,,
137,identity-credential,https://github.com/WICG/identity-credential,credentials,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],7,False,wicg/identity-credential,,https://github.com/WICG/identity-credential,,2023-04-23 18:07:46,2023-11-11 14:48:35.000000,2023-11-11 14:48:35,55.0,34.0,2.0,20.0,11.0,23.0,13.0,23.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
138,pyMDOC-CBOR,https://github.com/IdentityPython/pyMDOC-CBOR,credentials-sdks,MDOC CBOR static Verifier and Issuer for EUDI Wallet PID and mDL use cases.,,,7,False,IdentityPython/pyMDOC-CBOR,,https://github.com/IdentityPython/pyMDOC-CBOR,Apache-2.0,2023-04-23 15:28:16,2023-11-14 17:53:32.000000,2023-11-14 17:53:24,45.0,1.0,3.0,9.0,,1.0,,8.0,,,,,,,,3.0,,,,,,,,,,pymdoccobr,https://pypi.org/project/pymdoccobr,,,,,,True,,,
139,cfssl,{},pki,CloudFlares PKI toolkit.,,,2,False,cloudfare/cfssl,,,,,2023-11-14 17:32:27.603836,,,,,,,,,22.0,,,,,,,,3.0,,cfssl/cfssl,,,,https://hub.docker.com/r/cfssl/cfssl,2023-11-14 17:32:27.603836,22.0,4066684.0,,,,,,,,,,,
140,vc-api,{},protocols,,,['w3c'],1,False,w3c-ccg/vs-api,,,W3C,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
141,decentralized-web-node,{},protocols,,,"['dif', 'web5']",0,False,decentralized-identity/decentralize-web-node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,didcomm-messaging,{},protocols,,,['dif'],0,False,decentralized-identity/didcomm-messagging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
