,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,updated_github_id,maven_id,maven_url,helm_id,gem_url,brew_id,apt_id,github,github-id
107,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,18,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2025-10-09 07:15:31.000000,2025-10-09 07:14:07,2675.0,34.0,82.0,19.0,959.0,7.0,138.0,529.0,2025-10-01 05:23:14,0.29.7.RELEASE,82.0,,,33.0,,,,3.0,,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,,
108,sidetree,https://github.com/decentralized-identity/sidetree,specs,Sidetree Specification and Reference Implementation.,,['dif'],18,False,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2024-12-12 16:15:38.000000,2023-04-04 19:14:54,1149.0,,104.0,38.0,684.0,37.0,441.0,438.0,2021-03-09 22:06:35,1.0.2,12.0,,,47.0,,,,1.0,,,,,,,,,,,,,,,,,,,
109,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,18,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2025-09-29 09:08:46.000000,2025-09-24 09:52:57,637.0,1.0,72.0,35.0,460.0,94.0,122.0,227.0,,,,193.0,193.0,31.0,,,,2.0,,,,,,,,,,,,,,,,,,,
110,tbd-ssi-sdk,https://github.com/TBD54566975/ssi-sdk,ssi-sdks,self sovereign identity sdk.,,['web5'],18,True,tbd54566975/ssi-sdk,,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2024-12-11 23:50:38.000000,2024-10-03 18:09:33,367.0,,55.0,13.0,399.0,49.0,107.0,210.0,2024-10-03 18:13:37,0.0.1-beta,5.0,69.0,69.0,23.0,,,,2.0,,,,,,,,,,,,,,,,,,,
111,solid-project,https://github.com/solid/solid,specs,Solid - Re-decentralizing the web (project directory).,,['solid'],17,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,366.0,552.0,56.0,124.0,90.0,8137.0,,,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,,
112,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",17,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2025-09-09 23:48:42.000000,2025-09-09 23:48:42,600.0,5.0,172.0,77.0,261.0,32.0,58.0,1639.0,,,,,,71.0,,,,3.0,,,,,,,,,,,,,,,,,,,
113,warrant,https://github.com/warrant-dev/warrant,authorization,"Warrant is a highly scalable, centralized authorization service based on Google Zanzibar. Use it to define, enforce,..",,,17,True,warrant-dev/warrant,,https://github.com/warrant-dev/warrant,Apache-2.0,2023-02-14 23:22:46,2025-04-16 23:04:42.000000,2025-01-13 21:37:13,287.0,,52.0,4.0,309.0,16.0,22.0,1307.0,2024-06-10 20:02:54,1.15.1,100.0,4.0,4.0,5.0,,,103.0,3.0,,3102.0,warrantdev/warrant,https://hub.docker.com/r/warrantdev/warrant,,,,,,,,,,,,,,,
114,solid-specification,https://github.com/solid/specification,specs,Solid Technical Reports.,,['solid'],17,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2025-10-08 23:25:45.000000,2025-10-08 23:25:44,1258.0,9.0,50.0,47.0,320.0,189.0,152.0,537.0,2021-12-21 13:00:06,protocol-v0.9.0,1.0,,,28.0,,,,2.0,,,,,,,,,,,,,,,,,,,
115,did-core,https://github.com/w3c/did,specs,W3C Decentralized Identifier Specification.,,['w3c'],17,True,w3c/did-core,,https://github.com/w3c/did,W3C,2019-09-10 07:46:26,2025-09-18 17:32:07.000000,2025-09-18 17:31:55,1417.0,12.0,98.0,73.0,517.0,6.0,374.0,439.0,,,,,,70.0,,,,2.0,,,,,,,,,,,w3c/did,,,,,,,,
116,aries-rfcs,https://github.com/decentralized-identity/aries-rfcs,specs,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],17,True,hyperledger/aries-rfcs,,https://github.com/decentralized-identity/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2025-05-19 11:18:19.000000,2025-03-12 15:21:23,2409.0,,212.0,51.0,647.0,57.0,175.0,337.0,,,,,,94.0,,,,2.0,,,,,,,,,,,decentralized-identity/aries-rfcs,,,,,,,,
117,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],17,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2025-10-01 10:37:41.000000,2025-09-19 15:45:14,3751.0,14.0,75.0,24.0,8.0,,,242.0,,,,,,305.0,,,,3.0,,,,,,,,,,,,,,,,,,,
118,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,17,False,walt-id/waltid-ssikit,,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2024-07-16 13:58:31.000000,2024-07-16 13:58:10,1535.0,,36.0,6.0,197.0,,166.0,111.0,2023-12-13 10:55:46,1.2312131048.0,98.0,,,17.0,,,478.0,3.0,,148.0,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,23757.0,,,,,,,,,,,,
119,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Privado ID Self-Hosted Issuer Node.,,,17,True,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2025-09-05 14:32:51.000000,2025-08-18 11:19:26,2307.0,4.0,90.0,8.0,797.0,3.0,132.0,102.0,2025-06-23 16:20:29,3.0.3,22.0,,,28.0,,,,2.0,,,,,,,,,,,,,,,,,,,
120,libfido2,https://github.com/Yubico/libfido2,authentication,"Provides library functionality for FIDO2, including communication with a device over USB or NFC.",,,16,False,yubico/libfido2,,https://github.com/Yubico/libfido2,,2018-04-19 06:32:10,2025-10-07 07:24:22.000000,2025-10-07 07:24:22,1971.0,5.0,158.0,61.0,544.0,6.0,240.0,663.0,,,,,,68.0,,,,3.0,,,,,,,,,,,,,,,,,,,
121,vc-data-model,https://github.com/w3c/vc-data-model,specs,W3C Verifiable Credentials v2.0 Specification.,,['w3c'],16,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2025-10-06 15:17:55.000000,2025-10-06 15:17:22,2242.0,3.0,110.0,83.0,850.0,8.0,721.0,337.0,,,,,,80.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
122,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,16,True,spruceid/didkit,,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2025-07-10 12:39:09.000000,2025-07-10 12:39:09,313.0,,82.0,38.0,258.0,46.0,77.0,313.0,,,,14.0,14.0,23.0,,,,3.0,,,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,
123,beyond,https://github.com/presbrey/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,16,True,cogolabs/beyond,,https://github.com/presbrey/beyond,Apache-2.0,2017-08-13 18:29:25,2025-08-25 02:36:59.000000,2025-08-25 02:36:56,151.0,11.0,26.0,7.0,6.0,1.0,1.0,254.0,2022-05-26 15:15:14,1.8.10,4.0,,,6.0,,,181.0,3.0,,,cogolabs/beyond,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17758.0,,,,presbrey/beyond,,,,,,,,
124,digitalbazaar-vc,https://github.com/digitalbazaar/vc,ssi-sdks,W3C Verifiable Credentials implementation in JavaScript.,,,16,True,digitalbazaar/vc,,https://github.com/digitalbazaar/vc,BSD-3-Clause,2017-10-24 20:45:37,2025-04-15 01:25:24.000000,2025-04-15 01:25:23,551.0,,48.0,14.0,105.0,25.0,69.0,207.0,,,,578.0,578.0,15.0,,,,3.0,,,,,,,,,,,,,,,,,,,
125,procivis-one-wallet,https://github.com/procivis/one-wallet,ssi-agents,"Digital wallet with eIDAS 2.0 compliancy, ISO 18013-5 mdocs, IETF SD-JWT VC, OID4VC, and W3C VCs.",,['w3c'],16,True,procivis/one-wallet,,https://github.com/procivis/one-wallet,Apache-2.0,2024-09-23 08:17:29,2025-09-18 07:15:21.000000,2025-09-18 07:15:13,1239.0,70.0,11.0,6.0,,,,142.0,2025-09-18 09:19:56,1.61.1,8.0,,,,,,5.0,2.0,,45.0,,,,,,,,,,,,,,,,,
126,web5-js,https://github.com/decentralized-identity/web5-js,ssi-sdks,Monorepo for the Web5 JS TypeScript implementation.,,['web5'],16,True,TBD54566975/web5-js,web5/api,https://github.com/decentralized-identity/web5-js,Apache-2.0,2023-03-06 19:11:53,2025-03-01 10:03:25.000000,2024-10-22 22:16:06,743.0,,55.0,6.0,818.0,103.0,145.0,138.0,2024-10-22 22:17:48,@web5/api@0.12.0,100.0,71.0,71.0,32.0,https://www.npmjs.com/package/web5/api,,,3.0,,,,,,,,,,,decentralized-identity/web5-js,,,,,,,,
127,cf-identity-wallet,https://github.com/cardano-foundation/veridian-wallet,ssi-agents,Veridian Wallet is an open source mobile application developed by the Cardano Foundation. Built on the KERI and ACDC..,,,16,True,cardano-foundation/cf-identity-wallet,,https://github.com/cardano-foundation/veridian-wallet,Apache-2.0,2022-12-19 13:49:48,2025-10-09 16:14:02.000000,2025-10-02 14:26:54,1454.0,20.0,25.0,13.0,1367.0,7.0,9.0,131.0,2025-07-29 10:33:00,1.1.0,4.0,,,18.0,,,,2.0,,,,,,,,,,,cardano-foundation/veridian-wallet,,,,,,,,
128,did-spec-registries,https://github.com/w3c/did-extensions,dids,Decentralized Identifier Ecosystem Extensions.,,,16,False,w3c/did-spec-registries,,https://github.com/w3c/did-extensions,,2020-02-11 17:25:04,2025-09-30 14:06:17.000000,2025-09-30 14:06:16,904.0,13.0,217.0,50.0,420.0,45.0,178.0,130.0,,,,,,229.0,,,,3.0,,,,,,,,,,,w3c/did-extensions,,,,,,,,
129,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,16,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2025-09-18 14:03:23.000000,2025-09-18 14:01:29,555.0,28.0,30.0,26.0,72.0,4.0,23.0,83.0,2021-10-08 12:33:05,0.2.0,2.0,,,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,
130,talao-altme,https://github.com/TalaoDAO/AltMe,ssi-agents,Talao / Altme wallet : Open source Self Sovereign Identity wallet. Multi ecosystem support : EBSI conformant. ARF EUDI..,,,16,False,talaodao/altme,,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-12-27 07:56:07,2025-10-09 17:59:07.000000,2025-09-16 11:03:30,5168.0,53.0,18.0,6.0,542.0,68.0,2798.0,58.0,,,,2.0,2.0,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,
131,webauthn-ruby,https://github.com/cedarcode/webauthn-ruby,authentication,WebAuthn ruby server library Make your Ruby/Rails web server become a conformant WebAuthn Relying Party.,,,15,True,cedarcode/webauthn-ruby,,https://github.com/cedarcode/webauthn-ruby,MIT,2018-05-09 21:49:17,2025-10-09 16:59:55.000000,2025-09-23 15:09:57,998.0,25.0,64.0,15.0,346.0,4.0,117.0,724.0,,,,,,37.0,,,,3.0,,,,,,,,,,,,,,,,,,,
132,did-method-plc,https://github.com/did-method-plc/did-method-plc,dids,"Public Ledger of Credentials: a cryptographic, strongly-consistent, and recoverable DID method.",,,15,False,did-method-plc/did-method-plc,did-resolver,https://github.com/did-method-plc/did-method-plc,,2023-02-22 19:57:31,2025-10-01 18:59:18.000000,2025-10-01 18:59:17,177.0,3.0,56.0,19.0,72.0,29.0,17.0,289.0,,,,1.0,1.0,13.0,https://www.npmjs.com/package/did-resolver,343145.0,343145.0,3.0,,,,,,,,,,,,,,,,,,,
133,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,15,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2025-10-07 13:03:16.000000,2025-09-08 08:01:41,3341.0,27.0,20.0,10.0,335.0,14.0,10.0,71.0,2025-05-22 01:05:15,0.34.0,50.0,2.0,2.0,20.0,,,,3.0,,,,,,,,,,,,,,,,,,,
134,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,15,False,walt-id/waltid-walletkit,,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2024-07-16 13:59:21.000000,2024-07-16 13:59:02,1376.0,,24.0,3.0,111.0,1.0,47.0,32.0,2023-12-13 10:51:55,1.2312131047.0,48.0,,,12.0,,,101.0,3.0,,,waltid/walletkit,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,4992.0,,,,,,,,,,,,
135,fedfm,https://github.com/w3c-fedid/FedCM,specs,A privacy preserving identity exchange Web API.,,['w3c'],14,False,fedidcg/FedCM,,https://github.com/w3c-fedid/FedCM,,2020-03-20 21:58:44,2025-10-08 14:25:50.000000,2025-10-08 14:24:06,757.0,6.0,88.0,70.0,348.0,130.0,256.0,431.0,,,,,,42.0,,,,3.0,,,,,,,,,,,w3c-fedid/FedCM,,,,,,,,
136,laragear-webauthn,https://github.com/Laragear/WebAuthn,authentication,"Authenticate users with Passkeys: fingerprints, patterns and biometric data.",,,14,True,laragear/webauthn,,https://github.com/Laragear/WebAuthn,MIT,2022-06-14 09:13:53,2025-07-16 15:11:56.000000,2025-07-16 15:11:56,168.0,1.0,45.0,3.0,63.0,,44.0,373.0,2025-05-09 23:26:19,4.0.1,23.0,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,
137,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],14,False,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2024-05-06 00:08:36.000000,2024-02-05 20:54:24,451.0,,50.0,11.0,536.0,87.0,126.0,152.0,,,3.0,,,23.0,,,,3.0,,,,,,,,,,,,,,,,,,,
138,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,specs,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],14,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2024-07-01 16:19:30.000000,2024-07-01 16:19:09,633.0,,35.0,28.0,240.0,53.0,181.0,87.0,,,,,,40.0,,,,3.0,,,,,,,,,,,,,,,,,,,
139,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VC,ssi-sdks,"OpenID for Verifiable Credentials - modules for issuers, holders and RPs.",,,14,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VC,Apache-2.0,2022-10-09 21:29:30,2025-10-07 15:14:43.000000,2025-07-09 20:22:46,1430.0,,20.0,7.0,171.0,17.0,17.0,85.0,2025-05-22 00:44:52,0.19.0,27.0,,,20.0,,,,3.0,,,,,,,,,,,Sphereon-Opensource/OID4VC,,,,,,,,
140,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,37.0,12.0,115.0,,,47.0,,,,16.0,16.0,38.0,,,,3.0,,,,,,,,,,,,,,,,,,,
141,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],13,False,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2024-04-22 03:03:12.000000,2024-04-15 20:19:29,90.0,,163.0,32.0,96.0,34.0,102.0,1008.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
142,identity-credential,https://github.com/w3c-fedid/digital-credentials,specs,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],13,False,wicg/identity-credential,,https://github.com/w3c-fedid/digital-credentials,,2023-04-23 18:07:46,2025-10-09 16:48:45.000000,2025-10-06 14:54:32,225.0,38.0,28.0,51.0,168.0,97.0,119.0,138.0,,,,,,21.0,,,,3.0,,,,,,,,,,,w3c-fedid/digital-credentials,,,,,,,,
143,crypto,https://github.com/docknetwork/crypto,pki,"Library providing privacy enhancing cryptographic primitives, ZKPs, BBS+ and BBS# signatures.",,,13,True,docknetwork/crypto,,https://github.com/docknetwork/crypto,Apache-2.0,2021-08-02 10:17:00,2025-10-02 08:06:20.000000,2025-10-02 08:05:57,295.0,3.0,38.0,9.0,13.0,6.0,9.0,116.0,,,,18.0,18.0,7.0,,,,3.0,,,,,,,,,,,,,,,,,,,
144,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,specs,,,,13,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2025-08-21 00:16:09.000000,2025-05-29 16:40:39,795.0,,32.0,18.0,283.0,,297.0,61.0,2025-05-29 16:46:56,draft-ietf-oauth-selective-disclosure-jwt-22,17.0,,,26.0,,,,3.0,,,,,,,,,,,,,,,,,,,
145,web-access-control,https://github.com/solid/web-access-control-spec,specs,Web Access Control (WAC).,,['solid'],12,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2025-08-05 19:50:00.000000,2025-08-05 19:49:52,512.0,1.0,24.0,25.0,44.0,26.0,47.0,125.0,,,,,,19.0,,,,3.0,,,,,,,,,,,,,,,,,,,
146,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,12,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/mobile-wallet,Apache-2.0,2022-11-08 00:55:26,2025-10-01 09:29:12.000000,2025-08-17 22:34:20,2093.0,6.0,25.0,7.0,342.0,20.0,17.0,85.0,,,,,,14.0,,,,3.0,,,,,,,,,,,Sphereon-Opensource/mobile-wallet,,,,,,,,
147,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,12,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,26.0,7.0,432.0,29.0,75.0,50.0,,,1.0,2.0,2.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,
148,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],12,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2024-03-18 01:31:53.000000,2023-02-10 20:11:40,37.0,,24.0,12.0,28.0,7.0,9.0,48.0,,,,88.0,88.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,,
149,anoncreds,https://github.com/hyperledger/anoncreds-spec,specs,The specification for AnonCreds verifiable credential exchange.,,['hyperledger'],12,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2025-04-09 08:18:07.000000,2025-04-09 08:17:48,541.0,,25.0,10.0,145.0,13.0,43.0,48.0,,,,,,28.0,,,,3.0,,,,,,,,,,,,,,,,,,,
150,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,ssi-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,12,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2024-12-16 12:31:13.000000,2024-12-16 12:31:12,1177.0,,15.0,4.0,145.0,16.0,29.0,40.0,2024-04-24 20:52:31,3.3.2,30.0,1.0,1.0,20.0,,,2.0,3.0,,114.0,,,,,,,,,,,,,,,,,
151,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-sdks,OIDC identity provider for digital identity.,,,12,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2024-07-17 14:26:13.313442,2024-07-17 14:21:31,351.0,,5.0,2.0,36.0,,36.0,26.0,2023-09-07 16:06:04,1.2309071555.0,28.0,,,9.0,,,23.0,3.0,,,waltid/idpkit,https://hub.docker.com/r/waltid/idpkit,2024-07-17 14:26:13.313442,,989.0,,,,,,,,,,,,
152,pyMDOC-CBOR,https://github.com/IdentityPython/pyMDOC-CBOR,ssi-sdks,MDOC CBOR static Verifier and Issuer for EUDI Wallet PID and mDL use cases.,,,12,False,IdentityPython/pyMDOC-CBOR,,https://github.com/IdentityPython/pyMDOC-CBOR,Apache-2.0,2023-04-23 15:28:16,2025-07-25 12:59:42.000000,2025-07-25 12:59:13,173.0,6.0,15.0,8.0,14.0,1.0,10.0,22.0,2025-07-25 12:59:42,1.0.1,7.0,,,9.0,,,,3.0,,,,,,,,pymdoccobr,https://pypi.org/project/pymdoccobr,,,,,,,,,,
153,bbs-signature,https://github.com/decentralized-identity/bbs-signature,specs,The BBS Signature Scheme.,,['dif'],11,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2025-07-09 18:30:22.000000,2025-07-07 17:40:36,925.0,,26.0,14.0,187.0,20.0,130.0,91.0,,,,,,19.0,,,,3.0,,,,,,,,,,,,,,,,,,,
154,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,specs,A data model and abstract interfaces for digital wallets.,,['w3c'],11,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2025-04-05 08:13:56.000000,2023-02-22 15:32:05,319.0,,12.0,42.0,47.0,42.0,24.0,56.0,,,,3.0,3.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
155,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,11,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2025-07-10 12:31:18.000000,2025-07-10 12:31:18,195.0,,18.0,24.0,74.0,12.0,25.0,47.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,
156,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,This repository contains the samples for all major languages and frameworks. It also contains our UI SDKs to launch..,,,11,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,MIT,2024-08-12 19:18:57,2025-10-03 19:53:41.000000,2025-10-03 19:53:39,563.0,92.0,3.0,4.0,379.0,,2.0,6.0,,,,3.0,3.0,9.0,,,,3.0,,,,,,,,,,,,,,,,,,,
157,kepler,https://github.com/spruceid/kepler,ssi-sdks,Decentralized storage based on permissioned data overlays called orbits.,,,10,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,15.0,23.0,123.0,9.0,15.0,80.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,
158,keri,https://github.com/WebOfTrust/keri,specs,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],10,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2025-09-11 12:57:17.000000,2025-09-11 12:57:16,266.0,4.0,15.0,13.0,31.0,1.0,4.0,63.0,,,,,,13.0,,,,3.0,,,,,,,,,,,,,,,,,,,
159,vlei,https://github.com/WebOfTrust/vLEI,specs,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,10,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2025-09-05 14:14:35.000000,2025-09-05 14:14:22,106.0,3.0,12.0,8.0,43.0,21.0,28.0,36.0,,,,,,7.0,,,,3.0,,,,,,,,,,,,,,,,,,,
160,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,10,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2025-09-23 18:40:01.000000,2025-09-23 18:39:58,116.0,5.0,15.0,9.0,126.0,5.0,1.0,30.0,2024-04-02 18:31:17,1.0.1,3.0,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,
161,entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on Android.,,,10,False,microsoft/entra-verifiedid-wallet-library-android,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2025-09-23 21:28:00.000000,2025-09-23 21:27:58,108.0,5.0,9.0,9.0,131.0,3.0,1.0,24.0,2023-06-20 20:22:25,1.0.0,2.0,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,,
162,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2024-03-19 15:54:10.000000,2023-07-31 13:48:42,119.0,,34.0,14.0,24.0,20.0,14.0,144.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
163,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,ssi-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,9,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,,2021-09-08 22:32:38,2024-07-15 18:12:12.000000,2024-07-15 18:11:29,664.0,,23.0,6.0,56.0,4.0,18.0,76.0,2024-04-24 21:53:08,0.6.4,15.0,,,13.0,,,0.0,3.0,,45.0,,,,,,,,,,,,,,,,,
