,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,updated_github_id,apt_id,new_addition,github,github-id
106,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Polygon ID.,,,19,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2025-02-27 15:19:55.000000,2025-02-04 14:58:00,524.0,4.0,33.0,4.0,253.0,7.0,39.0,64.0,2025-02-04 15:00:50,1.27.1,90.0,240.0,240.0,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
107,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],18,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2025-03-10 20:57:13.000000,2025-03-10 20:57:13,343.0,2.0,870.0,245.0,250.0,198.0,558.0,2958.0,,,,,,49.0,,,,3.0,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,,
108,ion,https://github.com/decentralized-identity/ion,dids,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,False,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,166.0,85.0,184.0,73.0,69.0,1231.0,2022-06-09 01:42:53,1.0.4,17.0,,,32.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
109,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,18,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2024-09-01 14:13:33.000000,2024-05-03 13:27:43,284.0,,58.0,304.0,33.0,8.0,43.0,775.0,2023-01-31 02:32:05,2.1.1,52.0,25.0,25.0,13.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,,,,,,,,,,,,,,,,,,,
110,sidetree,https://github.com/decentralized-identity/sidetree,specs,Sidetree Specification and Reference Implementation.,,['dif'],18,False,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2024-12-12 16:15:38.000000,2023-04-04 19:14:54,1149.0,,106.0,39.0,684.0,37.0,441.0,437.0,2021-03-09 22:06:35,1.0.2,12.0,,,47.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
111,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,18,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2025-03-19 15:28:37.000000,2025-03-19 15:28:15,624.0,9.0,61.0,32.0,442.0,74.0,118.0,202.0,,,,169.0,169.0,31.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
112,digitalbazaar-vc,https://github.com/digitalbazaar/vc,ssi-sdks,W3C Verifiable Credentials implementation in JavaScript.,,,18,True,digitalbazaar/vc,,https://github.com/digitalbazaar/vc,BSD-3-Clause,2017-10-24 20:45:37,2025-03-18 02:34:01.000000,2025-03-18 02:34:00,547.0,22.0,47.0,16.0,102.0,24.0,68.0,195.0,,,,501.0,501.0,15.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
113,web5-js,https://github.com/decentralized-identity/web5-js,ssi-sdks,Monorepo for the Web5 JS TypeScript implementation.,,['web5'],18,True,TBD54566975/web5-js,web5/api,https://github.com/decentralized-identity/web5-js,Apache-2.0,2023-03-06 19:11:53,2025-03-01 10:03:25.000000,2024-10-22 22:16:06,743.0,,55.0,6.0,818.0,102.0,145.0,137.0,2024-10-22 22:17:48,@web5/api@0.12.0,100.0,71.0,71.0,32.0,https://www.npmjs.com/package/web5/api,,,2.0,,,,,,,,,,,,,,,,decentralized-identity/web5-js,,,,
114,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,18,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2025-03-18 14:33:15.000000,2025-03-12 20:39:10,2819.0,25.0,55.0,11.0,648.0,161.0,123.0,62.0,,,1.0,53.0,53.0,30.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
115,solid-project,https://github.com/solid/solid,specs,Solid - Re-decentralizing the web (project directory).,,['solid'],17,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,367.0,557.0,56.0,125.0,88.0,8153.0,,,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
116,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",17,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2025-03-15 23:52:26.000000,2025-03-15 23:52:26,587.0,9.0,165.0,81.0,250.0,28.0,50.0,1545.0,,,,,,66.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
117,solid-specification,https://github.com/solid/specification,specs,Solid Technical Reports.,,['solid'],17,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2025-03-19 15:19:55.000000,2025-03-13 11:50:51,1223.0,23.0,45.0,50.0,296.0,191.0,147.0,510.0,2021-12-21 13:00:06,protocol-v0.9.0,1.0,,,28.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
118,did-core,https://github.com/w3c/did,specs,W3C Decentralized Identifier Specification.,,['w3c'],17,True,w3c/did-core,,https://github.com/w3c/did,W3C,2019-09-10 07:46:26,2025-03-20 15:05:53.000000,2025-02-27 16:04:27,1366.0,21.0,96.0,75.0,505.0,20.0,350.0,418.0,,,,,,69.0,,,,2.0,,,,,,,,,,,,,,,,w3c/did,,,,
119,vc-data-model,https://github.com/w3c/vc-data-model,specs,W3C Verifiable Credentials v2.0 Specification.,,['w3c'],17,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2025-02-25 01:48:06.000000,2025-02-25 01:47:56,2232.0,34.0,99.0,79.0,847.0,7.0,712.0,308.0,,,,,,80.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
120,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],17,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2025-03-19 17:50:44.000000,2025-03-19 17:49:51,3711.0,22.0,71.0,25.0,8.0,,,241.0,,,,,,300.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
121,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,17,True,walt-id/waltid-ssikit,,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2024-07-16 13:58:31.000000,2024-07-16 13:58:10,1535.0,,36.0,7.0,197.0,,166.0,108.0,2023-12-13 10:55:46,1.2312131048.0,98.0,,,17.0,,,545.0,3.0,128.0,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,23339.0,,,,,,,,,,,,,,
122,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Privado ID Self-Hosted Issuer Node.,,,17,False,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2025-03-11 11:15:48.000000,2025-03-06 20:03:47,2023.0,3.0,83.0,8.0,775.0,3.0,131.0,94.0,2024-11-08 09:49:24,3.0.1,20.0,,,25.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
123,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VC,ssi-sdks,"OpenID for Verifiable Credentials - modules for issuers, holders and RPs.",,,17,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VC,Apache-2.0,2022-10-09 21:29:30,2025-03-14 19:55:34.000000,2025-03-14 19:53:31,1386.0,137.0,22.0,8.0,147.0,17.0,17.0,76.0,2025-03-14 19:49:21,0.17.0,26.0,,,20.0,,,,3.0,,,,,,,,,,,,,,,,Sphereon-Opensource/OID4VC,,,,
124,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,17,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2025-03-14 20:40:19.000000,2025-03-14 20:40:19,3224.0,258.0,18.0,11.0,292.0,13.0,10.0,66.0,2025-03-14 20:33:56,0.33.0,49.0,2.0,2.0,20.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
125,warrant,https://github.com/warrant-dev/warrant,authorization,"Warrant is a highly scalable, centralized authorization service based on Google Zanzibar. Use it to define, enforce,..",,,16,True,warrant-dev/warrant,,https://github.com/warrant-dev/warrant,Apache-2.0,2023-02-14 23:22:46,2025-03-17 20:17:12.000000,2025-01-13 21:37:13,287.0,1.0,49.0,6.0,303.0,16.0,22.0,1235.0,2024-06-10 20:02:54,1.15.1,100.0,2.0,2.0,5.0,,,103.0,3.0,2375.0,warrantdev/warrant,https://hub.docker.com/r/warrantdev/warrant,,,,,,,,,,,,,,,,,
126,libfido2,https://github.com/Yubico/libfido2,authentication,"Provides library functionality for FIDO2, including communication with a device over USB or NFC.",,,16,False,yubico/libfido2,,https://github.com/Yubico/libfido2,,2018-04-19 06:32:10,2025-03-19 09:41:49.000000,2025-03-19 09:41:48,1950.0,3.0,149.0,62.0,526.0,5.0,237.0,621.0,,,,,,67.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
127,did-spec-registries,https://github.com/w3c/did-extensions,dids,Decentralized Identifier Ecosystem Extensions.,,,16,False,w3c/did-spec-registries,,https://github.com/w3c/did-extensions,,2020-02-11 17:25:04,2025-02-19 18:25:34.000000,2025-02-19 18:25:08,888.0,14.0,206.0,50.0,406.0,41.0,177.0,123.0,,,,,,217.0,,,,3.0,,,,,,,,,,,,,,,,w3c/did-extensions,,,,
128,talao-altme,https://github.com/TalaoDAO/AltMe,ssi-agents,Talao / Altme wallet : Open source Self Sovereign Identity wallet. Multi ecosystem support : EBSI conformant. ARF EUDI..,,,16,False,talaodao/altme,,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-12-27 07:56:07,2025-03-19 16:20:14.000000,2025-03-19 16:20:10,5014.0,107.0,16.0,6.0,537.0,37.0,2709.0,56.0,,,,1.0,1.0,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
129,fedfm,https://github.com/w3c-fedid/FedCM,specs,A privacy preserving identity exchange Web API.,,['w3c'],15,False,fedidcg/FedCM,,https://github.com/w3c-fedid/FedCM,,2020-03-20 21:58:44,2025-03-18 15:57:09.000000,2025-03-18 15:55:59,728.0,14.0,78.0,68.0,314.0,123.0,225.0,407.0,,,,,,39.0,,,,3.0,,,,,,,,,,,,,,,,w3c-fedid/FedCM,,,,
130,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,15,True,spruceid/didkit,,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2024-10-25 11:58:02.000000,2024-09-26 13:55:45,312.0,,77.0,37.0,257.0,46.0,77.0,284.0,,,,6.0,6.0,23.0,,,,3.0,,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,,,
131,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,15,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2024-11-13 18:13:25.000000,2024-09-27 07:37:42,62.0,,24.0,10.0,22.0,14.0,15.0,211.0,,,1.0,18.0,18.0,4.0,,,1133.0,3.0,,,,,,,django-passkeys,https://pypi.org/project/django-passkeys,1133.0,,,,,,,,,,,
132,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,15,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2025-03-12 20:42:59.000000,2025-03-12 20:42:59,513.0,25.0,28.0,27.0,62.0,13.0,10.0,80.0,2021-10-08 12:33:05,0.2.0,2.0,,,13.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
133,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,15,False,walt-id/waltid-walletkit,,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2024-07-16 13:59:21.000000,2024-07-16 13:59:02,1376.0,,24.0,4.0,111.0,1.0,47.0,32.0,2023-12-13 10:51:55,1.2312131047.0,48.0,,,12.0,,,110.0,3.0,,waltid/walletkit,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,4656.0,,,,,,,,,,,,,,
134,did-method-plc,https://github.com/did-method-plc/did-method-plc,dids,"Public Ledger of Credentials: a cryptographic, strongly-consistent, and recoverable DID method.",,,14,False,did-method-plc/did-method-plc,did-resolver,https://github.com/did-method-plc/did-method-plc,,2023-02-22 19:57:31,2025-02-19 17:48:12.000000,2025-02-19 17:48:10,148.0,7.0,38.0,18.0,57.0,20.0,16.0,244.0,,,,,,11.0,https://www.npmjs.com/package/did-resolver,305491.0,305491.0,3.0,,,,,,,,,,,,,,,,,,,,
135,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],14,False,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2024-05-06 00:08:36.000000,2024-02-05 20:54:24,451.0,,52.0,11.0,536.0,87.0,126.0,153.0,,,3.0,,,23.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
136,procivis-one-wallet,https://github.com/procivis/one-wallet,ssi-agents,"Digital wallet with eIDAS 2.0 compliancy, ISO 18013-5 mdocs, IETF SD-JWT VC, OID4VC, and W3C VCs.",,['w3c'],14,True,procivis/one-wallet,,https://github.com/procivis/one-wallet,Apache-2.0,2024-09-23 08:17:29,2025-02-06 14:33:07.000000,2025-02-06 14:32:56,1035.0,43.0,9.0,5.0,,,,122.0,2025-02-06 15:02:57,1.45.1-prociis,1.0,,,,,,7.0,3.0,7.0,,,,,,,,,,,,,,,,,,,
137,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,specs,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],14,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2024-07-01 16:19:30.000000,2024-07-01 16:19:09,633.0,,34.0,29.0,238.0,53.0,181.0,84.0,,,,,,40.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
138,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,specs,,,,14,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2025-03-20 00:16:28.000000,2025-03-01 08:34:44,781.0,13.0,32.0,18.0,269.0,13.0,278.0,59.0,2025-03-01 08:37:26,draft-ietf-oauth-selective-disclosure-jwt-17,12.0,,,26.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
139,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,37.0,12.0,115.0,,,47.0,,,,16.0,16.0,38.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
140,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],13,True,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2024-04-22 03:03:12.000000,2024-04-15 20:19:29,90.0,,157.0,34.0,95.0,32.0,102.0,1001.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
141,beyond,https://github.com/cogolabs/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,13,False,cogolabs/beyond,,https://github.com/cogolabs/beyond,Apache-2.0,2017-08-13 18:29:25,2022-05-26 15:15:14.000000,2022-05-25 16:48:25,133.0,,25.0,7.0,2.0,4.0,1.0,251.0,2022-05-26 15:15:14,1.8.10,4.0,,,5.0,,,194.0,3.0,,cogolabs/beyond,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17659.0,,,,,,,,,,,,,,
142,web-access-control,https://github.com/solid/web-access-control-spec,specs,Web Access Control (WAC).,,['solid'],13,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2025-03-17 16:19:05.000000,2025-03-17 16:17:08,511.0,9.0,23.0,28.0,44.0,27.0,46.0,122.0,,,,,,19.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
143,cf-identity-wallet,https://github.com/cardano-foundation/cf-identity-wallet,ssi-agents,Identity Wallet is an open source mobile application developed by the Cardano Foundation. It provides a digital..,,,13,True,cardano-foundation/cf-identity-wallet,,https://github.com/cardano-foundation/cf-identity-wallet,Apache-2.0,2022-12-19 13:49:48,2025-03-20 18:17:19.000000,2025-03-10 12:00:59,1233.0,188.0,15.0,16.0,1032.0,,5.0,108.0,,,,,,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
144,crypto,https://github.com/docknetwork/crypto,pki,"Library providing privacy enhancing cryptographic primitives, ZKPs, BBS+ and BBS# signatures.",,,13,False,docknetwork/crypto,,https://github.com/docknetwork/crypto,Apache-2.0,2021-08-02 10:17:00,2025-03-16 20:49:59.000000,2025-03-16 20:49:03,288.0,9.0,36.0,9.0,12.0,6.0,9.0,99.0,,,,17.0,17.0,6.0,,,,3.0,,,,,,,,,,,,,,,,,,True,,
145,bbs-signature,https://github.com/decentralized-identity/bbs-signature,specs,The BBS Signature Scheme.,,['dif'],13,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2025-03-20 00:12:52.000000,2025-03-03 18:02:54,916.0,21.0,26.0,15.0,182.0,19.0,130.0,86.0,,,,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
146,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,13,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/mobile-wallet,Apache-2.0,2022-11-08 00:55:26,2025-02-20 00:41:50.000000,2025-02-07 21:47:35,2040.0,20.0,25.0,7.0,334.0,15.0,17.0,74.0,,,,,,14.0,,,,3.0,,,,,,,,,,,,,,,,Sphereon-Opensource/mobile-wallet,,,,
147,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,13,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,25.0,8.0,432.0,29.0,75.0,50.0,,,1.0,3.0,3.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
148,anoncreds,https://github.com/hyperledger/anoncreds-spec,specs,The specification for AnonCreds verifiable credential exchange.,,['hyperledger'],13,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2025-02-18 14:12:08.000000,2024-03-17 13:28:22,539.0,,23.0,11.0,144.0,14.0,42.0,48.0,,,,,,27.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
149,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-sdks,OIDC identity provider for digital identity.,,,13,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2024-07-17 14:26:13.313442,2024-07-17 14:21:31,351.0,,5.0,3.0,36.0,,36.0,25.0,2023-09-07 16:06:04,1.2309071555.0,28.0,,,9.0,,,23.0,3.0,,waltid/idpkit,https://hub.docker.com/r/waltid/idpkit,2024-07-17 14:26:13.313442,,859.0,,,,,,,,,,,,,,
150,pyMDOC-CBOR,https://github.com/IdentityPython/pyMDOC-CBOR,ssi-sdks,MDOC CBOR static Verifier and Issuer for EUDI Wallet PID and mDL use cases.,,,13,False,IdentityPython/pyMDOC-CBOR,,https://github.com/IdentityPython/pyMDOC-CBOR,Apache-2.0,2023-04-23 15:28:16,2025-03-20 17:37:29.000000,2025-03-20 17:36:43,140.0,59.0,11.0,9.0,8.0,1.0,4.0,19.0,2025-03-20 17:37:29,0.8.0,4.0,,,7.0,,,,3.0,,,,,,,pymdoccobr,https://pypi.org/project/pymdoccobr,,4.0,,,,,,,,,,
151,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],12,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2024-03-18 01:31:53.000000,2023-02-10 20:11:40,37.0,,24.0,13.0,28.0,7.0,9.0,48.0,,,,79.0,79.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
152,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,ssi-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,12,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2024-12-16 12:31:13.000000,2024-12-16 12:31:12,1177.0,,15.0,5.0,145.0,15.0,29.0,41.0,2024-04-24 20:52:31,3.3.2,30.0,1.0,1.0,20.0,,,2.0,3.0,114.0,,,,,,,,,,,,,,,,,,,
153,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,specs,A data model and abstract interfaces for digital wallets.,,['w3c'],11,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2023-05-18 13:45:33.000000,2023-02-22 15:32:05,319.0,,12.0,43.0,47.0,42.0,24.0,56.0,,,,3.0,3.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
154,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,11,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2024-03-05 13:50:44.000000,2023-10-02 22:37:32,194.0,,18.0,23.0,74.0,12.0,25.0,46.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
155,vlei,https://github.com/WebOfTrust/vLEI,specs,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,11,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2025-03-07 15:15:40.000000,2025-03-07 15:15:30,100.0,11.0,12.0,9.0,40.0,21.0,28.0,31.0,,,,,,7.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
156,kepler,https://github.com/spruceid/kepler,ssi-sdks,Decentralized storage based on permissioned data overlays called orbits.,,,10,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,14.0,22.0,123.0,9.0,15.0,78.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
157,entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on Android.,,,10,False,microsoft/entra-verifiedid-wallet-library-android,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2025-03-20 15:44:48.000000,2025-03-20 15:44:46,97.0,4.0,9.0,10.0,120.0,3.0,1.0,21.0,2023-06-20 20:22:25,1.0.0,2.0,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
158,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2024-03-19 15:54:10.000000,2023-07-31 13:48:42,119.0,,36.0,15.0,24.0,20.0,14.0,143.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
159,identity-credential,https://github.com/WICG/digital-credentials,specs,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],9,False,wicg/identity-credential,,https://github.com/WICG/digital-credentials,,2023-04-23 18:07:46,2025-03-19 10:04:07.000000,2025-02-20 00:49:10,136.0,6.0,14.0,41.0,80.0,53.0,76.0,96.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,WICG/digital-credentials,,,,
160,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,ssi-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,9,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,,2021-09-08 22:32:38,2024-07-15 18:12:12.000000,2024-07-15 18:11:29,664.0,,23.0,7.0,56.0,4.0,18.0,76.0,2024-04-24 21:53:08,0.6.4,15.0,,,13.0,,,1.0,3.0,45.0,,,,,,,,,,,,,,,,,,,
161,keri,https://github.com/WebOfTrust/keri,specs,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],9,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2024-11-10 14:29:35.000000,2024-11-10 14:29:35,261.0,,15.0,12.0,30.0,,4.0,57.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
162,did-key.js,https://github.com/transmute-industries/did-key.js,dids,A DID Key Implementation in TypeScript.,,,9,False,transmute-industries/did-key.js,,https://github.com/transmute-industries/did-key.js,Apache-2.0,2020-06-09 00:16:20,2024-07-21 08:49:34.000000,2022-12-12 16:31:36,556.0,,15.0,8.0,261.0,38.0,10.0,55.0,,,,,,9.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
163,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,9,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2025-03-04 14:13:59.000000,2025-01-14 18:03:00,111.0,1.0,14.0,10.0,119.0,5.0,1.0,25.0,2024-04-02 18:31:17,1.0.1,3.0,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
